keyword,closeness
sequel,1.2788997789414187
based on novel or book,1.2738662670405596
based on true story,1.2151474035758336
murder,1.2038281754991589
biography,1.188109255970092
anime,1.1731472126266043
based on young adult novel,1.1652104042422384
dystopia,1.163443989685128
based on comic,1.1610335904976496
superhero,1.1609931901786537
new york city,1.155478764858949
villain,1.1428179248295534
woman director,1.1343751839344505
intense,1.1343216266649927
remake,1.1308762152254257
amused,1.1261274730761772
revenge,1.108749194798745
love,1.104452335314562
marvel cinematic universe (mcu),1.0950607903931537
supernatural,1.0939308836337525
england,1.0842216623981933
super power,1.0758999417402753
spy,1.0695648019931725
creature,1.064096923735216
japan,1.0627342529836616
shounen,1.061109882487626
martial arts,1.0603904316936337
london,1.0599706673795224
aggressive,1.0562662057024017
based on memoir or autobiography,1.0560491614825596
19th century,1.0536328580507321
1980s,1.0535598573817937
coming of age,1.0482930880935033
vibrant,1.0479250298938405
monster,1.0396817437567136
compassionate,1.0333472278444207
whimsical,1.0329094967692085
psychopath,1.0327902986111313
superhero team,1.0301686452891665
based on tv series,1.0292053631209634
magic,1.0286831188557426
artificial intelligence (a.i.),1.0283344820929452
based on manga,1.0251146539378497
affectation,1.0213247383509139
1960s,1.021285792531811
future,1.0197906587577896
police,1.0138516395965054
california,1.0118105392011998
admiring,1.011229258420572
brutality,1.0103658697540234
rape,1.0098539491576675
sports,1.0084993091217083
suspenseful,1.0046447998007033
school,1.0039904777402109
friendship,1.0014996034945294
awestruck,1.001102930704389
adoring,0.998716257170596
gore,0.9984212425323667
survival,0.9946287974684608
paris,0.9920348467858253
parent child relationship,0.9910580870840153
inspirational,0.9903671583457659
killer,0.9892675378821714
time travel,0.9883957973097369
adult animation,0.9861942531297352
father daughter relationship,0.9859128927013441
lgbt,0.9842906589492246
world war ii,0.9840917540873613
tense,0.9825247919698936
zombie,0.9822179671351767
europe,0.9821936511481548
post-apocalyptic future,0.9811900394125627
empathetic,0.9805912809350917
road trip,0.9802332268986808
investigation,0.980217439347916
complex,0.9798056680235109
alien,0.9796801296978964
hero,0.9785290925129492
anthropomorphism,0.9783782351547742
frightened,0.9779367735457796
small town,0.97792465745557
sentimental,0.9776308882330165
ambiguous,0.9766126180536577
los angeles,0.9753519003473609
violence,0.9748702407781259
morocco,0.9739529864960744
reflective,0.9737942679431044
dc extended universe (dceu),0.9735285277931506
saving the world,0.9700314212018697
1950s,0.969488224948355
animals,0.9690649070043323
professor,0.9687726014123899
central intelligence agency (cia),0.9681944708915685
based on video game,0.9562122327695318
france,0.9551971280790161
sympathetic,0.9536250250150627
slice of life,0.9533122788328724
japanese high school,0.9530926996140785
based on light novel,0.9515595780815285
seinen,0.951243054467982
high school,0.9483386215365774
1970s,0.9476538296998925
cyborg,0.9453500391606465
flashback,0.9442417838801128
kidnapping,0.9438722184744016
foreboding,0.9433499792406292
brooklyn,0.9396724822875605
1990s,0.9394539694115854
demon,0.9378036472287642
historical fiction,0.9368801198290952
gangster,0.9349946883399457
fbi,0.9346438645750255
3d animation,0.9337451769325905
live action and animation,0.9334912754600614
serial killer,0.9299495169050469
based on children's book,0.929766736485314
native american,0.9292831814534733
italy,0.929254860368847
teenage girl,0.928014076508935
san francisco,0.9276344945879749
bold,0.9267817157351353
dog,0.9236923159046838
scientist,0.9236313773970867
betrayal,0.9214737085247278
family,0.921307510422038
robot,0.9184333293424193
terrorism,0.9174056929754414
fight,0.9172736663998409
torture,0.9158592891052026
live action remake,0.9158474770525874
dramatic,0.9155963842300846
drugs,0.9155861959917432
assassin,0.9150370603319569
post-traumatic stress disorder (ptsd),0.9140612219898641
comforting,0.9132608331079632
orphan,0.9131490722821479
forest,0.912497828288146
tragedy,0.9121932132216528
detective,0.9112765163586718
hopeful,0.9110523740554579
racism,0.9097076211970658
pennsylvania,0.9094531240476007
conspiracy,0.9091886869315329
adventure,0.9089720730255579
based on anime,0.9086042033963128
alien invasion,0.9078084393314628
cartoon,0.9070052605788205
excited,0.9064511290946633
rivalry,0.9062072364717606
mi6,0.9055984520987235
father son relationship,0.905526687426491
usa,0.9053343393454789
military,0.905224400201663
female villain,0.9048883569394066
exuberant,0.9047360026800013
satirical,0.90418607414818
cyberpunk,0.9035329824681222
secret government organization,0.903064147738385
tokyo,0.9029217469659906
missing person,0.90261024718899
mutant,0.9021301006965253
virus,0.9019738052010363
witch,0.9019268394860749
melodramatic,0.9017640681877174
shocking,0.9017364455409349
talking animal,0.9014825673132336
cliché,0.901102331398778
independent film,0.900469447834364
secret organization,0.900445122012254
melancholy,0.9002071894073828
train,0.8998394135144966
defiant,0.8998099863092773
complicated,0.8996925907871619
rescue mission,0.8996032405775782
pets,0.8994720514735512
dark fantasy,0.8992685787290612
female friendship,0.899231941523626
revolution,0.8987838364471938
mourning,0.898768071283514
sweden,0.8986508938164363
gentle,0.8982666629934952
social media,0.8982592892539603
christianity,0.8977100309731282
baffled,0.8972919325573173
husband wife relationship,0.8972060586128098
marriage,0.8970316050713724
celebratory,0.8967037574621699
eroticism,0.8966682814726246
bear,0.8957180668266032
bdsm,0.8953437240119653
christmas,0.8928343133760424
gay theme,0.8901564815521412
candid,0.8901483041636054
supervillain,0.8895767497006469
zealous,0.8890555480483496
death,0.8878776421279707
critical,0.8864277657996344
snow,0.8844239393491892
fairy tale,0.8841405462512157
enchant,0.8821401499121779
ghost,0.8810378847251238
mental illness,0.8804984434073672
hospital,0.8798371446922447
dark comedy,0.879715192682469
neo-noir,0.8791101933631127
1940s,0.8785156820815453
rape and revenge,0.8757919354489346
soldier,0.8745436828295001
mountain,0.8735186973763533
vigilante,0.8726877177905872
corruption,0.8707719912375439
based on magazine,0.8677489276055913
newspaper or article,0.8677489276055913
pilot,0.8676035684135676
fear,0.8675593262163761
psychological thriller,0.8664993410468442
nightmare,0.86640684755986
drug cartel,0.8663702516343619
appreciative,0.8638396999521255
home invasion,0.8632949359313008
slasher,0.8631042988762389
widow,0.8621342673049492
summer,0.8584598143114478
romance,0.8575423576076503
wizard,0.8551976306226501
enthusiastic,0.8514943196759214
cheerful,0.8509652910423785
holiday,0.8507602613468982
kaiju,0.8495416003458937
giant monster,0.849455009588962
shootout,0.8493562009813284
double agent,0.8488564146041104
witty,0.8461043957265637
animal attack,0.8457948833707438
secret agent,0.8448968772840775
adventurer,0.844877178347904
compilation,0.8446791887036663
mecha,0.8446420921883345
edited from tv series,0.8445080011986733
infidelity,0.8424725273366642
2040s,0.8417856881063721
falling in love,0.8417048861747074
anti hero,0.8397374100340403
based on webcomic or webtoon,0.8388339472003702
absurd,0.8372635154349746
playful,0.8363070075649988
ceo,0.8360603830012453
audacious,0.8360592977690411
chase,0.8351476235763147
city life,0.8349297566286326
beach,0.8339586950687329
thoughtful,0.8326185069376296
philosophical,0.8324714022927555
south korea,0.8314527835420376
illumination,0.8294022605522613
introspective,0.8287871862937574
hilarious,0.8279576344652603
provocative,0.8266419020801343
approving,0.825375843530702
familiar,0.8249509639209471
romantic,0.8181247139309664
philadelphia,0.8180520010859146
mexico,0.816018356567365
mass destruction,0.8139592421495947
evil,0.8138786769715048
germany,0.8138198288874182
serious,0.8129122204107937
powerful,0.8127609423669322
bewildered,0.8124816462417069
desert,0.8119103190139427
disaster,0.8115548079306147
hypnosis,0.8115473798782094
halloween,0.811077819189128
family relationships,0.8100183327606931
disaster movie,0.8090143136640889
catastrophe,0.8090143136640888
sibling relationship,0.8089540675264235
priest,0.8088958289771085
mother daughter relationship,0.8084241932289018
earthquake,0.8076583222894557
joyful,0.8073306053338234
russian spy,0.8071361001568199
musical,0.806746405874715
racing,0.8058976376138598
male friendship,0.804821020761317
supernatural power,0.8046164127467889
teacher,0.8043281845349735
spacecraft,0.803906243459071
disheartening,0.8038566870955047
dragon,0.803673445028124
island,0.803600742552042
grief,0.8035029042806177
illinois,0.8033169174858387
monster horror,0.8019574465178796
survival horror,0.8018855418786605
single mother,0.8016050344375989
cold war,0.8014878247472487
assertive,0.801431552062566
sincere,0.8013904253923807
religion,0.8012244119230504
grim,0.8011441376718591
mother son relationship,0.8004843339107229
sister sister relationship,0.8002515976722693
united kingdom,0.8002000666456863
amnesia,0.8001611769676125
prison,0.7990832561607526
organized crime,0.7988533840315926
winter,0.7980912156160169
biting,0.797659160871452
intimate,0.7975097550239426
swimming pool,0.7974887180326902
space,0.7974661222486081
illness,0.7974076458251104
haunted house,0.7974055593099585
loving,0.7973901938971221
church,0.7969347804029735
austria,0.7966267017560299
mask,0.7958496496556565
wonder,0.7957622186650446
android,0.7957579556439951
optimistic,0.7957534607271597
bullying,0.7954488413073165
sign languages,0.795192383475677
eiffel tower,0.7950079095842766
psychological horror,0.7949944193767979
clown,0.7946506894514401
terminal illness,0.7941971562903805
infiltration,0.7941860501004928
lesbian relationship,0.7937965181203472
washington dc,0.7937525076379774
married couple,0.793646338318694
guilt,0.7932172848477382
frantic,0.793008366756321
queen,0.7929863771055368
mad scientist,0.7925803265358555
bitter,0.7922089455974388
space travel,0.7921515141106679
chicago,0.7919867771807838
undercover agent,0.7918847948866984
space opera,0.7914351751928363
fake identity,0.7914232212349964
animal horror,0.7914091959861377
imprisonment,0.791197287843255
guns,0.7905198725631061
fictional government agency,0.7897951212784398
government agency,0.7897951212784398
lesbian,0.789794560427194
giant robot,0.7897855277295398
race against time,0.7897401237773369
isolation,0.7896719271063461
cancer,0.7895442842358957
escape,0.7893204906631459
mexican cartel,0.7892712043513007
1930s,0.7891127936992545
sahara desert,0.7889992001439861
proxy battle,0.7889282649211242
speculative,0.7887063243077355
hotel,0.788660733328829
factual,0.788105969520675
blunt,0.787793047590951
disease,0.7874507604969239
prisoner,0.7872053317986902
female protagonist,0.787204488092222
isekai,0.7869214688841216
combat,0.7867017559226944
video game,0.7863759998059603
purge,0.7863508174023904
singer,0.7861416214597114
dissociative identity disorder,0.7856473323558849
multiple personality,0.7856473323558849
underwater,0.7856015555048043
destruction,0.7854196623870107
hitman,0.7850908358781297
flying,0.7849854963286544
antagonistic,0.7849382497975181
good versus evil,0.7849303128629744
assassination attempt,0.7848956866633517
gang,0.7846596010899575
ku klux klan,0.784565187446571
robbery,0.784557881239923
nostalgic,0.784218450354073
nazi,0.7839237786047901
action hero,0.7838300729817544
traumatized woman,0.7837416125426406
clinical,0.783687359149146
amusement park,0.7835648491324372
disdainful,0.7835070576806263
south america,0.7834325268228297
neighbor,0.7833858880127278
girls' love (gl),0.7833778389941104
dignified,0.7833201618566515
strong woman,0.7831766589809193
cgi-live action hybrid,0.783128169553942
first love,0.7830872288397341
maze,0.7829005785362161
runner,0.7829005785362161
joyous,0.782733712129808
cars,0.7827013956089588
buddy,0.782696335952183
billionaire,0.7826732748884884
police brutality,0.7825363575963428
dinosaur,0.7824361541349506
tyrannosaurus rex,0.7824361541349506
maine,0.7824218848872672
artist,0.7823264034751042
greece,0.7822630393626465
fighter,0.7822543124632385
theme park,0.7819425421935964
experiment,0.7819369841855712
acapella,0.7819034154968866
handgun,0.781883586497117
toy comes to life,0.7818822976002433
