keyword,closeness
based on novel or book,1.0807027455855274
california,1.0134203682521679
murder,1.011048939394457
england,1.001376112048832
based on young adult novel,0.9782348954563658
los angeles,0.9636632084730931
revenge,0.9633753773525674
london,0.9523916174694848
sibling relationship,0.945743809623986
loss of loved one,0.943743048724734
amused,0.9363414704227291
conspiracy,0.9237143729114072
friendship,0.9208180384310559
woman director,0.9164084768268363
france,0.9098506360154919
villain,0.9094305761595589
good versus evil,0.9057240803974731
survival,0.9011764055755686
dystopia,0.900374349771718
san francisco,0.9001823684937975
police,0.8993805421988399
husband wife relationship,0.8985216614498474
love,0.8971772039761157
new york city,0.8955362271512459
neo-noir,0.8939887883443106
dramatic,0.8915423715159055
drugs,0.8899656934239684
sequel,0.8888503684962047
based on true story,0.887997737487256
detective,0.8864642391719633
remake,0.8822812014482896
new love,0.8810329610654848
future,0.8808844482926828
journalist,0.8782009653111192
paris,0.8756621991010165
serial killer,0.8742485688293596
1970s,0.8741743618342923
witch,0.8738022546713674
romcom,0.8678003935697414
romantic,0.8663886524008559
extramarital affair,0.8641191305806863
tragic,0.8628834720347539
martial arts,0.8620320966297925
alcoholic,0.8608489032433768
faith,0.8587067822946777
hospital,0.8579442061657526
vampire,0.8576361980122637
obsession,0.85722453354431
family,0.8558932812771255
based on comic,0.8532082659789824
intense,0.8511854052313358
dying and death,0.8475923112633913
superhero,0.8473644299153964
wizard,0.8437133560995776
fight,0.8372691248216054
biography,0.8355114982055835
manhattan,0.8339024960078255
inspirational,0.8325494055279934
high school,0.8306405933912097
suspenseful,0.8302098743702121
shootout,0.8297370037909677
investigation,0.8291963055584908
alien,0.8288169483119999
time travel,0.8285090879229636
anxious,0.8280524793065017
psychopath,0.8269779958587689
coming of age,0.8264968853874609
appreciative,0.8238127126085686
whodunit,0.823647765952629
adultery,0.8234577448533288
exhilarated,0.8226066455011082
1940s,0.8204875107006343
magic,0.8201837446574671
kidnapping,0.8178284447235525
frightened,0.816647765616552
stop motion,0.8163156555882802
fantasy world,0.8161663419582006
teacher,0.8141795838770665
dreams,0.8136095976839864
family relationships,0.8128627456930738
world war ii,0.8109158766889438
anime,0.8086896642531173
frantic,0.8081175505971766
complex,0.8080626307635475
based on children's book,0.8073642819785768
earnest,0.8064128185563061
sports,0.8058360108590884
romance,0.8055262844087658
kingdom,0.8045292349921619
1960s,0.8042212710668912
high fantasy,0.8040862403831766
19th century,0.8038701325068672
doctor,0.8036632009712531
black magic,0.803406239822757
parent child relationship,0.8022535466936186
religion,0.8016319884979274
torture,0.8010676034256029
saving the world,0.8009088503577042
money,0.8006085824020875
teen fantasy,0.7999383910539066
post-apocalyptic future,0.7994550914518024
wedding,0.7991456627642768
musical,0.7989227557829292
relationship,0.7988847787467984
spider,0.7975631339925895
parallel world,0.7968912810002677
christmas,0.7962435609073287
school,0.7949188991356185
action hero,0.7941481783762316
fbi,0.7935161423747152
female friendship,0.7899214197102454
brutality,0.7880788270211031
supernatural power,0.7866209283968929
talk,0.7798317926497336
anthropomorphism,0.7784190600236881
super power,0.7756884475320345
animals,0.775216405411549
based on video game,0.7746851998054181
audacious,0.7740238431568923
robbery,0.7705993170183218
death,0.7695348673286323
alcohol,0.7679111429121568
criminal organization,0.7643539498078884
ghost,0.7639308030984908
best friend,0.7633327818722467
independent film,0.7619255406530975
partner,0.761299012848027
secret,0.7611305247586256
reporter,0.7598462499945203
prophecy,0.759834229875338
hilarious,0.7593379730383989
school of witchcraft,0.7593092416544934
vibrant,0.7582346314760832
steampunk,0.7574856369909645
sadism,0.7568736508736142
teenage girl,0.7566993819228746
angry,0.7558227217305118
hero,0.7556959509813458
ambiguous,0.7498392804661416
hostage,0.7489843105506132
talking animal,0.7479784803449501
hotel,0.7473337713049126
prince,0.747229943671106
awestruck,0.7449509622227878
road trip,0.7445759827577602
holiday,0.7442410411037061
shounen,0.7438442414412326
antagonistic,0.7424448543729114
1980s,0.7421742475310726
alien invasion,0.7410892006935511
complicated,0.7405290867661715
gore,0.7403087155002775
cautionary,0.7402296273365726
rape,0.7398528182278944
china,0.7393264521710552
disaster,0.7390842285716686
dog,0.7387263257443896
kung fu,0.7379772345852864
bold,0.7372536568908629
marijuana,0.7368606485798279
mask,0.7364622893137022
adventure,0.7360004735516164
corruption,0.7352061599813962
island,0.7350333122659198
museum,0.7345755437128356
lion,0.7341547359577619
exuberant,0.7339118328047648
infidelity,0.7337847399656988
airplane,0.7332593337454844
philosophical,0.7317091967735734
small town,0.7315475432454561
daughter,0.7313090177199775
secret identity,0.7313043222494373
sarcastic,0.7303745418404267
jealousy,0.730094670383261
gang,0.7300664761138971
space,0.7286516876285154
zombie,0.7284454600317175
loving,0.7282314544884378
optimistic,0.7280422243085733
lgbt,0.7278240925114816
friends,0.7274491429654021
car crash,0.7270722830943284
battle,0.7269986221569824
whimsical,0.7265937851962008
single mother,0.7263331460311905
monster,0.7257410025630603
introspective,0.7256285094045316
gangster,0.7249355229355866
based on tv series,0.7248664620805809
euphoric,0.7237672311173449
teen movie,0.7236310068458175
trauma,0.7235921356811016
transformation,0.7235901785783186
commanding,0.7228452693245434
isekai,0.722775317579808
melancholy,0.722762159853689
suicide,0.7225760957419658
farcical,0.72236491776707
sibling rivalry,0.7212102819509842
dragon,0.7203306753157549
american football,0.7196550818817629
letter,0.7193213893495692
government,0.7190518894409877
reflective,0.7183493706412312
space travel,0.7181603257716197
loneliness,0.7179523423198577
killer,0.7174718972595575
marriage crisis,0.7174269065018257
period drama,0.7172425503271255
restaurant,0.7169951503156945
alaska,0.716650760007334
chosen one,0.7164435160109103
lust,0.7162873769776033
fashion magazine,0.7160186523127222
embarrassed,0.7152778350351899
desert,0.7152658494372721
slasher,0.7150075340416766
father,0.7148622428093556
first love,0.7147945936819449
