keyword,closeness
sequel,22.699402568002636
based on novel or book,22.48164090452186
based on true story,21.35891511947643
murder,21.11861038770319
superhero,20.90346348352965
based on comic,20.89084107749074
biography,20.82954730741274
dystopia,20.722832073846973
based on young adult novel,20.664072328844657
villain,20.549065573908965
new york city,20.448876953162227
anime,20.379411500330093
intense,20.228647095057152
amused,20.165716923372482
remake,20.097995356442592
marvel cinematic universe (mcu),19.881895184294674
woman director,19.866664252919506
super power,19.460876415236353
england,19.360710041610318
spy,19.329689587511815
love,19.32797374847471
revenge,19.259039064779984
creature,19.19471201322324
supernatural,19.157393743315268
london,19.033409446090598
martial arts,19.030341865806093
aggressive,18.729391692832397
superhero team,18.71651022003406
artificial intelligence (a.i.),18.620583375940903
1980s,18.590579484603634
compassionate,18.58537068470745
vibrant,18.579959781781167
19th century,18.459152976251907
japan,18.445218347844342
based on memoir or autobiography,18.35114463854337
magic,18.291279888941087
shounen,18.27725633029751
future,18.259106661453767
awestruck,18.232094190625645
affectation,18.21858465616025
suspenseful,18.214746100115136
coming of age,18.192689466073638
whimsical,18.154830817136393
admiring,18.070777073796794
based on tv series,18.019711311316545
paris,18.014952828831728
time travel,17.968604447218304
california,17.96273513572502
psychopath,17.91343157560367
europe,17.88683405183088
dc extended universe (dceu),17.87560918705716
anthropomorphism,17.875270092015167
hero,17.832669346602295
killer,17.81132397131853
monster,17.78015485593513
adoring,17.736753749938774
inspirational,17.729597142309572
saving the world,17.71549924621735
morocco,17.71475248050063
survival,17.678377374758217
school,17.64854864832345
road trip,17.599157880151168
friendship,17.592963903830107
rape,17.569247605913166
ambiguous,17.514938790562972
brutality,17.507144655553184
animals,17.484288260852733
parent child relationship,17.45033668049242
small town,17.44980560797339
lgbt,17.441178435216756
based on manga,17.441005418549093
sports,17.43866572621415
complex,17.422763550138832
1960s,17.409186044902636
central intelligence agency (cia),17.40089460579013
alien,17.400478109994136
los angeles,17.35119743289521
post-apocalyptic future,17.334854457895865
empathetic,17.33208313800501
father daughter relationship,17.305294611239027
reflective,17.298003020534715
police,17.290472525553984
tense,17.286407641644427
frightened,17.263342131443988
sentimental,17.246678852009538
france,17.220168347053527
professor,17.17078928943311
3d animation,17.101280040871156
investigation,17.099945978128773
live action and animation,17.08542868317962
cyborg,17.041028258654674
world war ii,17.037080348135564
zombie,16.973865174977426
sympathetic,16.925232700155423
gore,16.919777284699766
adult animation,16.90720455770855
based on children's book,16.886667409590597
1970s,16.850097002187546
scientist,16.83665934011631
italy,16.82969062273368
violence,16.827096480220025
historical fiction,16.825047147562305
cartoon,16.81524275733682
live action remake,16.796487683152368
family,16.75361937932349
female villain,16.753552424354165
betrayal,16.742355867556743
mi6,16.729314294785762
1950s,16.716596460058298
rescue mission,16.710075695782347
foreboding,16.667359866704953
alien invasion,16.665696846368213
robot,16.646466291540214
brooklyn,16.642348333643895
secret government organization,16.64136656243337
mutant,16.617917348414
assassin,16.567273440657335
comforting,16.542846426984415
gangster,16.540534567552886
japanese high school,16.53864527655096
dog,16.53124230691869
fbi,16.52837235145254
san francisco,16.52620001210504
talking animal,16.520951638501234
dramatic,16.515541444099178
conspiracy,16.49965521113529
supervillain,16.486442427205173
flashback,16.475315622871197
bold,16.441716751831766
rivalry,16.43016395520193
high school,16.428316258425586
father son relationship,16.42287093263207
bear,16.40770522242975
based on video game,16.40665255979597
secret organization,16.381010373448802
eroticism,16.366791877168104
bdsm,16.35003789243667
revolution,16.337302262516534
fight,16.296254172020465
cliché,16.288502929835722
hopeful,16.280301554431627
cyberpunk,16.2703160426271
missing person,16.26132048644451
demon,16.259758953736817
train,16.21941358017914
excited,16.197015266850745
melancholy,16.18953487755517
native american,16.182721412909366
terrorism,16.1687813135053
orphan,16.150813072370365
witch,16.149862759591443
mourning,16.112475165055635
social media,16.111308397904047
based on light novel,16.07500803889001
kidnapping,16.05672241908898
racism,16.04345625602694
slice of life,16.042089629203993
seinen,16.033883111856845
teenage girl,16.03196959191543
christianity,16.008084521636356
gentle,15.977993980236633
satirical,15.95603042157959
baffled,15.94189526406033
celebratory,15.9071716183731
fairy tale,15.888269569691184
detective,15.88600768304912
pets,15.876266268106296
tokyo,15.866513408628224
virus,15.857761521073995
death,15.854036228662757
shocking,15.8375234099419
husband wife relationship,15.834761028135606
military,15.808686966352111
enchant,15.75667465265107
forest,15.733397427447947
dark fantasy,15.723429021051595
post-traumatic stress disorder (ptsd),15.714782991650042
defiant,15.705373456079602
1990s,15.696009115597043
mountain,15.681946458162393
pilot,15.676534005009188
fear,15.675958833494109
hospital,15.671626080731436
complicated,15.66954446433666
psychological thriller,15.661525691874635
gay theme,15.646215090625969
anti hero,15.634851557892436
mental illness,15.625400389316665
exuberant,15.603387075875107
double agent,15.594636907393483
snow,15.586772576086215
ghost,15.585083422212307
tragedy,15.574936348793338
secret agent,15.557234964568309
adventure,15.557220999864773
christmas,15.555379136972986
candid,15.548262601953665
wizard,15.523170024279382
serial killer,15.516135455703573
appreciative,15.512802309404739
melodramatic,15.511814676187907
soldier,15.51159313584683
sweden,15.509689700408963
usa,15.508026418681085
zealous,15.504335114439243
enthusiastic,15.503485545220842
1940s,15.498579030182391
neo-noir,15.482722134353098
illumination,15.438437314725212
2040s,15.436793761226209
animal attack,15.433688614884316
dark comedy,15.36983150001437
drug cartel,15.361673744935745
critical,15.34787646628471
cheerful,15.335537764105682
slasher,15.288468338850414
witty,15.269038861743232
drugs,15.261759461703459
romance,15.26076600523664
vigilante,15.259773033001062
newspaper or article,15.228887465441009
based on magazine,15.228887465441007
marriage,15.210102653029596
based on webcomic or webtoon,15.182412500491235
thoughtful,15.180447375520925
chase,15.15021711572379
philosophical,15.147340989744599
musical,15.138181424339319
widow,15.13740830966833
pennsylvania,15.135285131493205
holiday,15.13476932864547
powerful,15.12801555620115
romantic,15.12674995374718
kaiju,15.122289066028511
giant monster,15.119259682790448
shootout,15.116181923141209
torture,15.110773773541647
absurd,15.093754430454617
female friendship,15.084096906697983
corruption,15.059793545697985
audacious,15.025181767278852
independent film,14.992870384277893
city life,14.984704732106515
joyful,14.949657306141175
introspective,14.925164817640002
hilarious,14.905689098507578
dragon,14.883370078246402
austria,14.872026442778518
winter,14.869737855669863
monster horror,14.865330967598032
mask,14.8543988913864
infiltration,14.843671576635613
island,14.842257828800374
mother daughter relationship,14.832898692781127
space travel,14.82486125323694
based on anime,14.812581048812392
beach,14.811129929884999
dinosaur,14.808956920089825
tyrannosaurus rex,14.808956920089825
mass destruction,14.80811519056218
home invasion,14.796494814663737
fake identity,14.794713146109734
genetic engineering,14.793896191901545
space,14.791431793061054
escape,14.786936592237534
space opera,14.783540155620878
government agency,14.77290628122695
fictional government agency,14.77290628122695
queen,14.771571694934684
spacecraft,14.764668925341637
serious,14.760125041070992
desert,14.74394116977014
