keyword,2000_2004,2005_2009,2010_2014,2015_2019,2020_2024,mean_rank_slope
nazi occupation,1530,1662,1576,985,1293,115.10000000000015
suicide mission,1530,1662,1576,989,1293,114.70000000000037
burlesque,754,1662,1576,1055,484,114.70000000000007
motorcycle chase,1530,1662,1576,993,1293,114.3000000000002
elephant,1349,1631,1576,600,1293,114.30000000000011
gender roles,1530,1662,1576,1391,1094,114.30000000000011
empowerment,1530,1662,1576,995,1293,114.1
dead dog,1530,1662,1576,1391,1095,114.1
jazz club,1530,1662,1576,996,1293,114.0000000000002
grandmother,1530,1662,1576,997,1293,113.90000000000008
injustice,1530,1662,1576,998,1293,113.80000000000008
latino,1530,1662,1576,1391,1097,113.70000000000033
abortion,1530,1662,520,999,1293,113.70000000000014
manson family murders,1530,1662,1576,1000,1293,113.60000000000028
charles manson,1530,1662,1576,1000,1293,113.60000000000028
virus,1530,712,167,162,1237,113.60000000000007
soul music,1530,1662,1576,1391,1098,113.50000000000013
rhythm and blues (r&b),1530,1662,1576,1391,1098,113.50000000000013
caregiver,1530,1662,1576,1004,1293,113.20000000000029
lighthouse,1530,1662,1576,1006,1293,113.00000000000014
opioid crisis,1530,1662,1576,1391,1101,112.9000000000001
exhilarated,981,71,345,645,130,112.8000000000001
flooding,1530,1662,1576,1391,1102,112.70000000000014
instructive,1135,1662,1576,1391,707,112.70000000000013
posing for a portrait,1530,1662,1576,1009,1293,112.70000000000005
private detective,1530,1662,1576,1010,1293,112.60000000000012
ghoulish,1530,789,1242,822,952,112.30000000000022
space battle,1530,1662,1576,1013,1293,112.30000000000003
afghanistan,1530,1541,1576,893,1293,112.20000000000016
pennsylvania,483,702,92,142,202,112.20000000000002
sheep farm,1530,1662,1576,1015,1293,112.10000000000025
widow,926,308,995,222,409,112.00000000000006
new hampshire,1530,1662,1576,1018,1293,111.8
nuclear missile,1530,1662,1576,1019,1293,111.70000000000006
detroit,1530,1101,445,459,1293,111.60000000000018
discrimination,1530,1662,1576,1021,1293,111.50000000000026
usa,687,626,218,152,367,111.40000000000008
1830s,1530,1662,1576,1391,1109,111.30000000000018
death game,873,763,1374,1203,97,111.20000000000003
endurance,1530,1662,1576,1025,1293,111.10000000000018
determination,1530,1662,1576,1025,1293,111.10000000000018
female bully,1530,1662,1576,1391,1111,110.89999999999998
nezha,1530,1662,1576,1029,1293,110.70000000000009
ecological disaster,1530,1662,1576,1391,1114,110.30000000000001
wicked woman,1530,1662,1576,1037,1293,109.90000000000023
evil spirits,1530,1662,1576,1391,1116,109.90000000000018
taliban,1530,1662,1576,1038,1293,109.8000000000003
country house,1530,1662,1576,1391,1117,109.70000000000016
b movie,1530,1662,1576,1040,1293,109.60000000000022
theater play,1530,1662,1547,1041,1293,109.5000000000001
tree,1530,292,1576,1027,615,109.50000000000006
trapped in a game,1530,1662,1576,1045,1293,109.10000000000011
disgusted,1530,1662,1031,1391,1120,109.10000000000004
georgia,1530,1662,1104,1046,1293,109.00000000000023
truck,1530,1662,1576,1047,1293,108.90000000000013
bank,1530,1662,912,1049,1293,108.70000000000013
yeti,1530,1636,1576,1024,1293,108.60000000000021
human experiment,1530,1662,1576,1391,1123,108.50000000000024
zoologist,1530,1662,1576,1051,1293,108.50000000000011
cannibalism,1530,1497,1576,1391,1041,108.40000000000038
holiday horror,1530,1542,1576,932,1293,108.40000000000019
chef,1530,1662,1492,1382,1128,108.40000000000019
boy band,1530,1662,1576,1391,1125,108.10000000000015
based on fairy tale,1530,1662,107,1056,1293,108.00000000000031
singing competition,1530,1662,1576,1058,1293,107.80000000000014
beauty queen,1530,1662,1576,1059,1293,107.70000000000016
father daughter relationship,200,1100,592,66,180,107.4000000000001
dysfunctional family,1168,476,691,787,476,107.30000000000008
ukraine,1530,1662,1576,1064,1293,107.2000000000004
animation,1530,1662,1576,1391,1130,107.1000000000001
female villain,582,457,1051,154,198,107.10000000000007
british monarchy,1530,1662,1576,1066,1293,107.00000000000026
screenlife,1530,1662,1576,1391,1131,106.90000000000008
married with children,1530,1662,1576,1069,1293,106.70000000000019
feral child,1530,1662,1576,1071,1293,106.50000000000006
wrongful conviction,1530,1662,1576,1391,1133,106.50000000000004
partying,1530,1662,1462,1074,1293,106.20000000000017
monster island,1530,1662,1576,1075,1293,106.10000000000022
filmmaking,1530,1333,1576,972,1180,106.10000000000018
panda,1530,1662,1576,1391,1135,106.10000000000001
eaten by animal,1530,1662,1576,1076,1293,106.00000000000028
christianity,930,893,1576,183,755,106.00000000000007
explorer,1530,1662,1576,1078,1293,105.80000000000005
immigrant,961,1227,957,1100,497,105.50000000000009
2000s,522,959,615,479,235,105.40000000000002
brotherhood,1530,1662,1576,1391,1139,105.30000000000024
ninja,1530,307,458,1012,651,105.30000000000015
foster family,1530,1662,1576,1084,1293,105.20000000000017
matchmaking,1530,1662,1576,1085,1293,105.10000000000026
hacking,1530,1662,331,1087,1293,104.90000000000018
poland,1530,1662,1576,1391,1142,104.7000000000002
child protagonist,1530,1662,1485,1092,1293,104.40000000000026
holocaust (shoah),1530,1662,1576,1391,1145,104.10000000000018
long lost love,1530,1662,1576,1095,1293,104.10000000000014
indigenous peoples,1530,1662,1576,1096,1293,104.00000000000011
crime fighter,1530,353,233,1391,491,104.00000000000004
didactic,1530,1662,1576,1097,1293,103.90000000000019
boy and dog,1530,1662,1576,1362,1161,103.80000000000014
school teacher,1530,1662,1576,1391,1147,103.70000000000013
hunt,1530,1171,1576,610,1293,103.50000000000021
director,1530,1662,1576,1101,1293,103.50000000000007
firefighting,1530,1662,1576,1105,1293,103.10000000000034
homeschooling,1530,1662,1576,1391,1150,103.10000000000008
bookshop,1530,1662,1576,1391,1151,102.90000000000009
grave digging,1530,1662,1576,1391,1153,102.5000000000003
jungle,1487,962,366,415,1248,102.50000000000016
insidious,1530,1662,1290,1111,1293,102.50000000000007
attempted murder,1530,1415,1576,1391,1030,102.4000000000003
social realism,1530,1662,1576,1113,1293,102.30000000000005
gothic horror,716,1393,1576,1391,206,102.20000000000012
capture,1530,1662,1576,1114,1293,102.2000000000001
lost child,1530,1662,1576,1117,1293,101.9000000000001
national intelligence service (nis),1530,1662,1576,1118,1293,101.80000000000001
food,1530,1423,1187,1391,1038,101.60000000000022
capitalism,1530,989,559,1391,821,101.6000000000001
stop motion,1530,76,1576,654,734,101.40000000000013
film director,1530,1662,1576,1123,1293,101.30000000000013
childhood,985,1662,1576,1391,614,101.30000000000008
female cyborg,1530,1662,1576,1124,1293,101.20000000000037
bar,1530,335,1576,1247,568,101.20000000000014
human animal relationship,1530,898,1576,788,1080,101.00000000000021
lawsuit,1530,1662,1576,1127,1293,100.90000000000015
comforting,300,1262,74,135,360,100.70000000000009
illusionist,1530,1662,1576,1130,1293,100.60000000000012
betrayal by friend,1009,1662,1576,1391,643,100.3
hamlet,1530,1662,1576,1391,1165,100.10000000000024
father murder,1530,1662,1576,1391,1165,100.10000000000024
madness,1530,1662,780,1135,1293,100.10000000000007
missouri,1530,1662,1576,1136,1293,99.99999999999999
hunger,1530,1662,1576,1137,1293,99.90000000000023
horrified,972,850,1576,519,638,99.90000000000013
circus,1530,1662,1020,1138,1293,99.80000000000018
alone,1530,950,1037,426,1293,99.80000000000001
destruction,1530,895,1416,372,1293,99.70000000000012
dead parent,1530,1662,1576,1391,1169,99.30000000000011
farmer,1530,1662,1170,1144,1293,99.20000000000022
photograph,1530,1662,873,1145,1293,99.10000000000028
repressed trauma,1530,1662,1576,1391,1170,99.1000000000001
accountant,1530,1662,1576,1147,1293,98.90000000000013
bridge,1530,1662,670,1391,1171,98.90000000000012
cop,1530,944,868,948,1034,98.8000000000002
criminal mastermind,1530,1399,1576,885,1293,98.8000000000001
neurosurgeon,1530,1662,1576,1148,1293,98.80000000000004
underground fighting,1530,1662,1576,1149,1293,98.70000000000029
bisexuality,588,1662,1576,1391,231,98.50000000000014
defence team,1530,1662,1576,1391,1173,98.50000000000006
sexism,1494,1662,1576,1081,1293,98.30000000000031
reincarnation,1031,1662,1576,417,1162,98.30000000000015
elementary school,1530,1662,1312,1153,1293,98.30000000000008
masturbation,1530,1482,422,976,1293,98.0000000000001
religious film,1530,1662,1576,1391,1176,97.90000000000018
transhumanism,1530,1662,1576,1157,1293,97.89999999999999
feel good,1530,1662,1576,1158,1293,97.80000000000013
secrets,1530,1520,765,1016,1293,97.80000000000013
storm,1530,1357,1142,853,1293,97.80000000000008
ex-cia agent,1530,1662,1576,1391,1177,97.70000000000016
intimate,757,862,95,310,545,97.60000000000018
high technology,1530,1662,1576,1161,1293,97.50000000000033
child in peril,1530,1132,1576,1391,913,97.50000000000018
alien creature,1530,1662,1576,1391,1178,97.50000000000017
earnest,1011,86,224,595,269,97.50000000000009
farm house,1530,1662,1576,1391,1179,97.30000000000007
new york,1530,1263,1576,1391,981,97.0000000000001
foreboding,759,342,1576,106,392,97.00000000000006
dreamer,1530,1662,1479,1167,1293,96.90000000000016
natural disaster,1126,1554,1576,775,1031,96.90000000000013
blind woman,1530,1662,1576,1168,1293,96.80000000000005
chinese mythology,1530,1662,1576,1391,1185,96.10000000000016
diner,1336,1662,1134,1391,991,96.1000000000001
brother brother relationship,326,1162,1455,611,121,96.1000000000001
illness,1142,1575,1576,313,1293,96.0000000000002
old friends,1530,1662,1576,1176,1293,96.0000000000001
cat,711,1662,943,535,795,95.90000000000016
rich man,1530,1662,1576,1178,1293,95.80000000000031
bird,1530,1662,1576,1391,1187,95.70000000000023
middle ages (476-1453),1462,1662,738,1044,1293,95.60000000000005
self mutilation,1530,1585,1576,1391,1149,95.59999999999997
revenge murderer,1530,1662,1576,1391,1188,95.50000000000013
beauty,1530,464,1576,1391,589,95.50000000000007
drone,1530,1662,1200,1185,1293,95.10000000000018
playful,460,415,60,246,69,95.10000000000002
mountains,1530,1662,1576,1391,1190,95.10000000000002
modest,1530,861,964,1391,790,95.00000000000023
democracy,1530,1662,1576,1187,1293,94.90000000000019
magic mushroom,1530,1662,1576,1391,1191,94.90000000000008
truth or dare,1530,1662,1576,1188,1293,94.80000000000015
pattern,1530,1662,1576,1189,1293,94.70000000000005
family dog,1530,1662,1576,1190,1293,94.6000000000002
isolated house,1530,1586,1489,1115,1293,94.50000000000016
haunting,1530,1267,89,1391,996,94.39999999999999
tyrant,1530,1662,1576,1391,1194,94.30000000000041
elevator,1530,1662,436,1194,1293,94.20000000000024
money laundering,1530,1662,1576,1195,1293,94.10000000000025
coping mechanisms,1530,1662,1576,1391,1195,94.10000000000008
roman catholic church,1530,1662,1188,1197,1293,93.90000000000013
caregiver patient relationship,1530,1662,1576,1391,1196,93.90000000000005
ambiguous,569,139,561,83,128,93.80000000000011
cave,1530,1199,1192,1391,965,93.80000000000007
remote island,1530,1662,1576,1391,1197,93.70000000000012
blind,1204,1662,1576,1391,872,93.50000000000017
neighbor,1067,514,757,389,662,93.50000000000007
jazz singer or musician,1530,1662,1576,1391,1199,93.30000000000027
star crossed lovers,1530,1295,1576,836,1293,93.30000000000018
camera,1530,1662,1576,1205,1293,93.10000000000007
power of love,1530,1662,1576,1208,1293,92.80000000000001
family business,1530,1662,1576,1212,1293,92.40000000000023
farcical,1530,199,1576,1391,472,92.40000000000013
dementia,1530,1662,1261,1391,1204,92.30000000000014
assertive,614,477,867,298,242,92.3000000000001
ambivalent,1151,424,1183,666,569,92.20000000000013
real time,1530,1662,1576,1215,1293,92.1000000000002
bank teller,1530,1662,1576,1391,1205,92.1000000000002
cinema on cinema,1530,1662,1576,1216,1293,92.00000000000016
injury,1530,1662,1576,1217,1293,91.90000000000012
police officer killed,1530,1662,1576,1218,1293,91.8000000000003
adolescence,684,1023,1576,668,404,91.50000000000006
music documentary,1530,1662,1576,1391,1208,91.50000000000004
captive,1530,1662,1576,1222,1293,91.40000000000016
ex-boyfriend,1530,1327,956,887,1293,91.40000000000015
louisiana,1090,622,817,888,500,91.40000000000006
gay artist,1530,1662,1576,1224,1293,91.20000000000037
barcelona,1530,1662,1576,1226,1293,91.00000000000023
personal relationships,1530,1662,1576,1391,1211,90.90000000000008
oslo,1530,1662,1576,1391,1214,90.30000000000011
world war ii,574,81,472,68,129,90.30000000000003
grocery store,1530,1662,1456,1235,1293,90.10000000000018
shaman,1530,1662,1576,1391,1216,89.90000000000029
snowman,1530,1662,1576,1237,1293,89.9000000000002
god,1513,984,689,565,1273,89.90000000000016
taunting,1228,1662,567,633,1293,89.90000000000009
war criminal,1530,1662,1576,1240,1293,89.60000000000016
blind date,1530,1662,1576,1241,1293,89.50000000000013
teenage girl,469,136,470,119,30,89.50000000000006
group of friends,1376,1197,480,469,1293,89.40000000000019
fox,1530,1662,1576,1391,1219,89.3000000000001
genetic experiment,1530,1662,1576,1244,1293,89.20000000000006
found family,1530,1662,1576,1391,1220,89.10000000000018
understated,1530,1662,185,1248,1293,88.80000000000017
protection,1530,1569,940,1391,1175,88.80000000000013
mocking,1530,1662,1576,1249,1293,88.70000000000036
hallucinogenic drug,1530,1662,1576,1251,1293,88.50000000000014
airplane hijacking,1530,1662,1576,1391,1224,88.30000000000028
hijacking,1530,1662,1576,1391,1224,88.30000000000028
manhunt,1530,1009,1576,601,1293,88.20000000000009
crime,1530,1662,1576,1255,1293,88.10000000000012
global warming,1530,1662,1277,1391,1227,87.70000000000024
rural setting,1530,1662,1576,1260,1293,87.60000000000025
elemental powers,1530,1662,1576,1261,1293,87.50000000000033
one-night stand,1530,814,296,413,1293,87.50000000000016
knights of the round table,1530,1662,1576,1391,1228,87.50000000000006
king arthur,1530,1662,1576,1391,1228,87.50000000000006
mummy,1530,1662,1576,1262,1293,87.4000000000002
fortress,1530,1662,1576,1263,1293,87.30000000000008
invisible person,1530,1662,1576,1266,1293,87.00000000000027
social media influencer,1530,1662,1576,1391,1231,86.90000000000019
surfing,1530,1662,1576,1267,1293,86.90000000000015
ancient india,1530,1662,1576,1269,1293,86.70000000000012
condescending,1530,638,1545,1186,823,86.60000000000016
alternate universe,1530,1662,1576,1271,1293,86.50000000000016
noah's ark,1530,1662,1576,1391,1233,86.50000000000007
hearing impaired,1530,1662,1576,1272,1293,86.40000000000013
evacuation,1395,1310,548,651,1293,86.30000000000032
festival,1530,1662,1576,1273,1293,86.3000000000001
pope,1530,1662,1576,1391,1234,86.30000000000007
swiss alps,1530,1662,1576,1391,1236,85.90000000000029
egyptian mythology,1530,1662,1576,1278,1293,85.80000000000025
factual,862,649,1576,359,578,85.80000000000008
archer,1530,1662,609,1285,1293,85.10000000000014
police station,1530,1662,1576,1391,1240,85.10000000000007
gothic,1530,492,623,926,888,85.00000000000007
quarantine,1530,1375,831,1002,1293,84.70000000000016
family issues,1530,1662,1576,1289,1293,84.70000000000012
wyoming,1530,1147,1576,776,1293,84.50000000000028
horse,672,1662,595,1391,385,84.50000000000007
finland,1530,1662,1576,1324,1277,84.39999999999998
passed over for promotion,1530,1662,1576,1293,1293,84.30000000000032
nordic mythology,1530,1662,1576,1391,1244,84.30000000000011
alzheimer's disease,1530,1662,1007,1391,1245,84.10000000000025
get together,1530,1662,1576,1296,1293,84.00000000000004
hearing voices,1530,1662,1576,1391,1246,83.90000000000018
mini cooper,1530,1662,1576,1300,1293,83.60000000000012
finance,1530,1662,1576,1301,1293,83.50000000000026
disability,922,1366,562,1391,492,83.50000000000013
17th century,1530,1662,1349,1302,1293,83.40000000000019
childhood home,1530,1662,1576,1303,1293,83.3000000000003
former lovers,1530,1662,1576,1304,1293,83.20000000000017
video surveillance,1530,1662,1576,1391,1250,83.10000000000028
abduction,1338,1662,1576,1391,1058,83.10000000000026
investigator,1530,1176,1576,1391,1008,82.9000000000001
facebook,1530,1662,1576,1309,1293,82.70000000000013
political corruption,1530,859,1576,967,1063,82.60000000000018
south korea,411,446,750,254,94,82.60000000000008
first date,1530,1662,975,1310,1293,82.60000000000007
high school student,988,1662,192,593,1110,82.5000000000002
fear of commitment,1530,1662,1576,1311,1293,82.5000000000001
death of a salesman,1530,1662,1576,1313,1293,82.30000000000005
alchemy,1530,1662,1341,1314,1293,82.20000000000006
skilled fighter,1530,1662,1576,1391,1255,82.10000000000008
u.s. navy,1490,1662,1576,1236,1293,81.99999999999999
1860s,1530,1662,1576,1391,1256,81.90000000000023
threesome,1530,1662,1576,1318,1293,81.80000000000007
behind enemy lines,1530,1662,1576,1391,1258,81.50000000000028
stork,1530,1662,1576,1321,1293,81.50000000000026
social class,1530,1662,781,1322,1293,81.40000000000012
korean chinese,1530,1662,1576,1323,1293,81.30000000000007
fireplace,1530,1662,1576,1325,1293,81.10000000000025
bank heist,1530,1662,1576,1391,1261,80.90000000000016
empathetic,415,430,83,73,190,80.7000000000001
meth lab,1530,1662,1382,1391,1263,80.50000000000021
lust,1530,214,1311,862,804,80.40000000000013
commanding,849,195,213,637,226,80.40000000000009
evil child,1530,1172,418,1391,1019,80.30000000000013
african american,1530,1662,1576,1333,1293,80.30000000000005
female soldier,1530,1662,1576,1334,1293,80.20000000000023
screwball comedy,789,1662,1576,1391,524,80.10000000000018
ocean,1270,1177,1576,913,1002,80.00000000000018
u.s. navy seal,1530,1662,271,1336,1293,80.00000000000013
lost treasure,1530,1662,1576,1391,1266,79.9000000000001
husband wife relationship,532,22,203,185,51,79.90000000000006
survivalist,1530,1662,1576,1340,1293,79.60000000000042
scathing,1530,278,1576,850,846,79.60000000000015
independence movement,1530,1662,1576,1343,1293,79.30000000000027
sports documentary,1530,1662,1576,1391,1269,79.30000000000007
baseball player,1530,1662,1576,1391,1269,79.30000000000007
storytelling,1530,1662,1576,1345,1293,79.1000000000002
loss,1530,1157,1094,840,1293,79.10000000000012
tang dynasty,1530,1662,1576,1346,1293,79.00000000000016
7th century,1530,1662,1576,1346,1293,79.00000000000016
retelling,1530,1662,1576,1348,1293,78.80000000000004
korea,1530,1662,1576,1349,1293,78.70000000000003
children's story,1530,1662,1576,1391,1272,78.69999999999992
15th century,1530,1662,1557,1350,1293,78.60000000000012
korean resistance,1530,1662,1576,1351,1293,78.50000000000018
memory,664,1331,1313,1297,289,78.40000000000015
european refugee crisis,1530,1662,1576,1355,1293,78.10000000000028
iraq war,1530,1398,1576,1091,1293,78.1000000000001
cocaína,1530,1662,1576,1391,1275,78.10000000000008
one night,1468,1662,1576,1232,1293,78.0000000000002
moon landing,1530,1662,1576,1357,1293,77.90000000000023
spring break,1530,1662,1517,1358,1293,77.80000000000018
orlando florida,1530,1662,1576,1359,1293,77.70000000000019
wilderness,1530,764,1009,462,1293,77.60000000000018
growing up,1401,1662,456,1102,1293,77.60000000000016
guardian,1530,1662,1576,1360,1293,77.60000000000007
viral video,1530,1662,1576,1391,1278,77.50000000000009
sister's wedding,1530,1662,993,1391,1279,77.30000000000027
corporate lawyer,1530,1662,1576,1364,1293,77.20000000000007
no man's land,1530,1662,1576,1365,1293,77.10000000000025
broken family,1530,1662,1576,1391,1281,76.9000000000002
iraq war veteran,1530,1593,597,1299,1293,76.80000000000027
shakespeare in modern dress,1530,1662,1576,1391,1282,76.70000000000026
asia,1530,1662,770,1391,1283,76.50000000000017
rabbit,1530,1662,1576,1371,1293,76.50000000000006
trenches,1530,1662,1576,1372,1293,76.4000000000002
trench warfare,1530,1662,1576,1372,1293,76.4000000000002
drug rehabilitation,1530,1662,1576,1374,1293,76.20000000000019
musketeer,1530,1662,1576,1391,1285,76.10000000000015
1620s,1530,1662,1576,1391,1285,76.10000000000015
blind man,1530,1662,1576,1376,1293,76.00000000000016
architecture,1530,1662,1576,1377,1293,75.90000000000006
evil doll,1530,1662,1162,1379,1293,75.7000000000001
three musketeers,1530,1662,1576,1391,1287,75.70000000000007
middle class,1530,1624,1576,1341,1293,75.70000000000007
orgy,1521,1662,1576,1363,1293,75.50000000000033
break in,1530,1662,1576,1381,1293,75.50000000000007
magical object,1530,963,1576,684,1293,75.30000000000024
korean war (1950-53),1530,1662,1329,1391,1289,75.30000000000011
sexuality,837,1456,1576,1391,493,75.30000000000011
college friends,1530,1662,1576,1383,1293,75.30000000000003
joseon dynasty (1392–1910),1530,1662,1448,1391,1290,75.1000000000002
chaebol,1530,1662,1576,1388,1293,74.80000000000027
korean army,1530,1662,1576,1391,1292,74.70000000000026
cinepanettone,1530,1662,1576,1389,1293,74.70000000000014
juvenile delinquent,1192,1662,1576,1391,954,74.70000000000012
beating,1530,1662,489,1391,1293,74.50000000000037
unconsciousness,1530,1662,1561,1391,1293,74.50000000000036
eastern europe,1530,1662,1417,1391,1293,74.50000000000036
defense attorney,1530,1662,336,1391,1293,74.50000000000036
power struggle,1530,1662,796,1391,1293,74.50000000000034
cover-up,1530,1662,1151,1391,1293,74.50000000000034
breast cancer,1530,1662,1476,1391,1293,74.50000000000034
water park,1530,1662,1217,1391,1293,74.50000000000034
awkwardness,1530,1662,1000,1391,1293,74.50000000000033
cousin,1530,1662,1513,1391,1293,74.50000000000033
crush on friend,1530,1662,758,1391,1293,74.50000000000031
curiosity,1530,1662,1357,1391,1293,74.5000000000003
profanity,1530,1662,1219,1391,1293,74.5000000000003
pet,1530,1662,1413,1391,1293,74.5000000000003
american abroad,1530,1662,1303,1391,1293,74.5000000000003
abused child,1530,1662,1223,1391,1293,74.5000000000003
swearing,1530,1662,1219,1391,1293,74.5000000000003
swear,1530,1662,1219,1391,1293,74.5000000000003
horseback riding,1530,1662,938,1391,1293,74.50000000000028
modern art,1530,1662,1507,1391,1293,74.50000000000028
young man,1530,1662,1064,1391,1293,74.50000000000028
sandstorm,1530,1662,1140,1391,1293,74.50000000000028
opposites,1530,1662,1117,1391,1293,74.50000000000028
mustache,1530,1662,1574,1391,1293,74.50000000000028
police impersonator,1530,1662,931,1391,1293,74.50000000000028
king of england,1530,1662,871,1391,1293,74.50000000000028
husband,1530,1662,586,1391,1293,74.50000000000027
wu shu,1530,1662,759,1391,1293,74.50000000000027
cape town,1530,1662,1524,1391,1293,74.50000000000027
another dimension,1530,1662,924,1391,1293,74.50000000000027
fist fight,1530,1662,954,1391,1293,74.50000000000027
arena,1530,1662,893,1391,1293,74.50000000000027
revolver,1530,1662,1093,1391,1293,74.50000000000027
racial tension,1530,1662,1537,1391,1293,74.50000000000027
failing marriage,1530,1662,875,1391,1293,74.50000000000027
organ trafficking,1530,1662,531,1391,1293,74.50000000000027
dea,1530,1662,563,1391,1293,74.50000000000027
dinner party,1530,1662,1308,1391,1293,74.50000000000027
tomboy,1530,1662,1356,1391,1293,74.50000000000027
little red riding hood,1530,1662,1207,1391,1293,74.50000000000027
dark hero,1530,1662,1111,1391,1293,74.50000000000027
british spy,1530,1662,808,1391,1293,74.50000000000027
rebellious youth,1530,1662,1402,1391,1293,74.50000000000027
temptation,1530,1662,1490,1391,1293,74.50000000000027
unplanned pregnancy,1530,1662,961,1391,1293,74.50000000000027
mixed martial arts (mma),1530,1662,1395,1391,1293,74.50000000000027
vhs,1530,1662,733,1391,1293,74.50000000000027
news,1530,1662,1539,1391,1293,74.50000000000027
meiji period,1530,1662,826,1391,1293,74.50000000000027
container,1530,1662,1109,1391,1293,74.50000000000027
alien infection,1530,1662,692,1391,1293,74.50000000000026
martial artist,1530,1662,760,1391,1293,74.50000000000026
magic land,1530,1662,455,1391,1293,74.50000000000026
contract killer,1530,1662,786,1391,1293,74.50000000000026
syringe,1530,1662,1453,1391,1293,74.50000000000024
butler,1530,1662,1449,1391,1293,74.50000000000024
edinburgh,1530,1662,322,1391,1293,74.50000000000024
french cuisine,1530,1662,1508,1391,1293,74.50000000000024
poetic documentary,1530,1662,1575,1391,1293,74.50000000000024
wolf pack,1530,1662,1068,1391,1293,74.50000000000023
argentina,1530,1662,1208,1391,1293,74.50000000000023
navy,1530,1662,1475,1391,1293,74.50000000000023
naval warfare,1530,1662,1213,1391,1293,74.50000000000023
therapy,1530,1662,950,1391,1293,74.50000000000023
drug trip,1530,1662,811,1391,1293,74.50000000000023
ex military,1530,1662,805,1391,1293,74.50000000000023
nosferatu,1530,1662,616,1391,1293,74.50000000000023
new home,1530,1662,1343,1391,1293,74.50000000000023
seville,1530,1662,1231,1391,1293,74.50000000000023
secret investigation,1530,1662,933,1391,1293,74.50000000000023
mississippi river,1530,1662,1010,1391,1293,74.50000000000023
battleship,1530,1662,1443,1391,1293,74.50000000000023
manager,1530,1662,1480,1391,1293,74.50000000000023
senator,1530,1662,1295,1391,1293,74.50000000000023
monitor,1530,1662,1438,1391,1293,74.50000000000023
monarchy,1530,1662,962,1391,1293,74.50000000000023
tracking device,1530,1662,1135,1391,1293,74.50000000000023
tower,1530,1662,1238,1391,1293,74.50000000000023
trailer,1530,1662,1021,1391,1293,74.50000000000023
anti villain,1530,1662,1003,1391,1293,74.50000000000023
parrot,1530,1662,1177,1391,1293,74.50000000000023
false memory,1530,1662,1222,1391,1293,74.50000000000023
intelligent,1530,1662,1365,1391,1293,74.50000000000023
inquisition,1530,1662,748,1391,1293,74.50000000000023
wild west,1530,1662,525,1391,1293,74.50000000000023
banned film,1530,1662,1001,1391,1293,74.50000000000023
eye patch,1530,1662,1089,1391,1293,74.50000000000023
snuff,1530,1662,1264,1391,1293,74.50000000000023
protector,1530,1662,1262,1391,1293,74.50000000000023
orangutan,1530,1662,388,1391,1293,74.50000000000023
tricycle,1530,1662,1270,1391,1293,74.50000000000023
graduation,1530,1662,990,1391,1293,74.50000000000023
slave owner,1530,1662,816,1391,1293,74.50000000000023
long term relationship,1530,1662,1409,1391,1293,74.50000000000023
old house,1530,1662,1331,1391,1293,74.50000000000023
wedding dress,1530,1662,1246,1391,1293,74.50000000000023
webcam,1530,1662,741,1391,1293,74.50000000000023
sex therapy,1530,1662,1269,1391,1293,74.50000000000023
conspiracy theory,1530,1662,1028,1391,1293,74.50000000000021
healing power,1530,1662,590,1391,1293,74.50000000000021
pretend family,1530,1662,1359,1391,1293,74.50000000000021
machete,1530,1662,1088,1391,1293,74.50000000000021
enlightenment,1530,1662,1354,1391,1293,74.50000000000021
emergency,1530,1662,1466,1391,1293,74.50000000000021
brazil,1530,1662,1297,1391,1293,74.50000000000021
lethal virus,1530,1662,831,1391,1293,74.50000000000021
hunting,1530,1662,901,1391,1293,74.50000000000021
arkansas,1530,1662,984,1391,1293,74.50000000000021
female agent,1530,1662,1099,1391,1293,74.50000000000021
coup d'etat,1530,1662,1214,1391,1293,74.50000000000021
adoptive father,1530,1662,481,1391,1293,74.50000000000021
mumbai (bombay),1530,1662,768,1391,1293,74.50000000000021
missing in action,1530,1662,1471,1391,1293,74.50000000000021
f word,1530,1662,1245,1391,1293,74.5000000000002
sexual humor,1530,1662,659,1391,1293,74.5000000000002
black slave,1530,1662,835,1391,1293,74.5000000000002
abraham lincoln,1530,1662,828,1391,1293,74.5000000000002
plantation,1530,1662,835,1391,1293,74.5000000000002
survival competition,1530,1662,282,1391,1293,74.5000000000002
casual sex,1530,1662,636,1391,1293,74.5000000000002
attack,1530,1662,1053,1391,1293,74.5000000000002
buried alive,1530,1662,1361,1391,1293,74.5000000000002
identity swap,1530,1662,1505,1391,1293,74.5000000000002
shield,1530,1662,270,1391,1293,74.5000000000002
werewolf child,1530,1662,672,1391,1293,74.5000000000002
super computer,1530,1662,830,1391,1293,74.5000000000002
incredulous,1530,1662,872,1391,1293,74.5000000000002
denmark,1530,1662,1074,1391,1293,74.5000000000002
invasion,1530,1662,1017,1391,1293,74.5000000000002
stakeout,1530,1662,1307,1391,1293,74.5000000000002
masked man,1530,1662,1058,1391,1293,74.5000000000002
unrequited love,1530,1662,1014,1391,1293,74.5000000000002
preacher,1530,1662,1372,1391,1293,74.50000000000018
hades,1530,1662,1499,1391,1293,74.50000000000018
artificial insemination,1530,1662,1468,1391,1293,74.50000000000018
human vs nature,1530,1662,1563,1391,1293,74.50000000000018
affair,1530,1662,549,1391,1293,74.50000000000018
perseus,1530,1662,1499,1391,1293,74.50000000000018
