keyword,2000_2004,2005_2009,2010_2014,2015_2019,2020_2024,mean_rank_slope
war,263,734,377,871,326,-26.299999999999976
sex tape,1025,1662,1298,1391,1293,-26.49999999999996
frustrated,856,645,857,531,1046,-26.599999999999937
thunderstorm,900,1662,1576,1146,1293,-26.99999999999984
violence in schools,1530,647,1576,1391,1293,-26.999999999999858
love letter,1460,782,1576,1391,1293,-27.49999999999991
gojira,1018,1662,1576,1391,1293,-27.900000000000013
partnership,1530,637,1576,1391,1293,-27.999999999999957
cowardliness,1530,635,1576,1391,1293,-28.199999999999864
vindictive,788,1662,513,934,1293,-28.199999999999907
cannibal,877,1018,790,470,1293,-28.399999999999846
lover,1015,1662,1576,1391,1293,-28.499999999999957
twins,718,1662,876,798,1293,-28.59999999999997
computer hacker,1530,627,1576,1391,1293,-28.999999999999858
j-horror,1012,1662,1576,1391,1293,-29.09999999999998
medicine,1530,623,1334,1391,1293,-29.399999999999924
orphanage,1348,825,1198,1230,1293,-29.49999999999984
family reunion,820,1662,1576,1011,1293,-29.4999999999999
missing child,1322,1036,1576,1391,1293,-29.6999999999998
elasticity,1530,620,1576,1391,1293,-29.69999999999985
derogatory,1530,619,497,1391,1293,-29.79999999999987
custody battle,1008,1662,1576,1391,1293,-29.89999999999987
couples therapy,1530,617,1576,1391,1293,-29.999999999999844
television producer,1530,615,1576,1391,1293,-30.199999999999783
macabre,732,442,1576,1103,553,-30.299999999999883
prison guard,1530,614,1576,1391,1293,-30.299999999999898
bmw,1005,1662,1576,1391,1293,-30.499999999999893
sacramento,1530,612,1576,1391,1293,-30.499999999999915
double cross,1530,611,667,1391,1293,-30.599999999999945
interracial adoption,1530,610,1576,1391,1293,-30.7
bus,1530,609,1576,1391,1293,-30.79999999999992
justice,1530,382,1080,1164,1293,-30.79999999999992
police officer,252,1246,1186,886,586,-30.79999999999996
malibu,1530,607,652,1391,1293,-30.999999999999925
cartoon,436,435,88,147,735,-30.999999999999936
debauchery,1002,1662,1576,1391,1293,-31.09999999999988
roommates,1447,771,1576,1391,1293,-31.19999999999981
obsessed with a man,1530,605,1576,1391,1293,-31.199999999999843
newspaper,1530,394,1367,1181,1293,-31.299999999999795
news report,1530,604,1576,1391,1293,-31.299999999999866
romantic,96,40,22,261,142,-31.300000000000004
unlikely romance,1530,603,1576,1391,1293,-31.3999999999998
duke,1000,1662,1241,1391,1293,-31.49999999999999
single woman,1530,601,1576,1391,1293,-31.599999999999902
misanthrope,1530,598,1576,1391,1293,-31.89999999999988
sense of guilt,998,1662,1576,1391,1293,-31.899999999999892
ultimatum,1530,596,1576,1391,1293,-32.0999999999998
convict,996,1662,1050,1391,1293,-32.29999999999994
karate,1530,591,1576,1391,1293,-32.599999999999916
dentist,1530,589,1576,1391,1293,-32.79999999999983
nostalgic,86,259,85,381,189,-32.800000000000004
poem,993,1662,1576,1391,1293,-32.8999999999999
totalitarian,1530,588,1576,1391,1293,-32.89999999999991
lecture,1530,587,1576,1391,1293,-32.99999999999983
sinister,1086,968,572,1391,1040,-33.099999999999895
shotgun,1161,1324,1002,1391,1293,-33.09999999999995
australian outback,1038,1567,1576,1391,1293,-33.39999999999981
millionaire,938,1662,1576,1286,1293,-33.399999999999835
california,6,2,26,48,150,-33.4
movie star,989,1662,1576,1391,1293,-33.69999999999988
genetics,1530,579,1576,1391,1293,-33.799999999999805
nuclear holocaust,1530,578,1576,1391,1293,-33.89999999999993
psychotic,986,1662,639,1391,1293,-34.29999999999974
mermaid,1334,942,1229,1367,1293,-34.29999999999992
zoo,1508,450,482,1391,1212,-34.899999999999864
bondage,1243,1142,1576,1391,1293,-34.89999999999991
chinese mafia,982,1662,1576,1391,1293,-35.09999999999995
corporation,1530,565,1576,1391,1293,-35.19999999999983
neo-noir,53,25,61,205,139,-35.2
lion,1530,166,856,1083,1249,-35.49999999999988
garden,1530,560,1233,1391,1293,-35.699999999999875
bewildered,417,1662,132,269,1293,-35.899999999999906
south africa,1530,454,1411,1288,1293,-35.9999999999999
riddle,1300,1017,951,1391,1293,-35.99999999999993
brothel,1530,555,299,1391,1293,-36.19999999999989
transport of prisoners,1530,554,1576,1391,1293,-36.29999999999984
middle school,976,1662,304,1391,1293,-36.299999999999876
loner,1530,370,302,1207,1293,-36.29999999999994
martial arts master,1530,553,1576,1391,1293,-36.399999999999885
apostle,975,1662,1576,1391,1293,-36.49999999999995
antarctica,1530,551,1576,1391,1293,-36.59999999999983
militia,974,1662,1576,1391,1293,-36.69999999999992
garbage,1530,549,1576,1391,1293,-36.7999999999999
scarecrow,973,1662,1576,1391,1293,-36.89999999999982
self-discovery,702,1662,1576,1391,1022,-36.899999999999956
grizzly bear,1530,546,1576,1391,1293,-37.09999999999985
germany,190,226,907,266,357,-37.399999999999984
confidence,1530,542,1576,1391,1293,-37.49999999999982
maniac,1499,602,1576,1391,1293,-37.69999999999989
nypd,1530,539,1576,1391,1293,-37.79999999999988
psychotronic film,1530,538,1576,1391,1293,-37.89999999999984
anarchic comedy,967,1662,1576,1391,1293,-38.10000000000006
grand,130,575,1576,491,363,-38.20000000000001
fight,30,55,214,128,185,-38.3
government,1530,204,1576,1063,1293,-38.49999999999987
firearms / gun manufacturer,965,1662,1576,1391,1293,-38.49999999999993
christmas romance,1530,530,1576,1391,1293,-38.69999999999983
vengeance,148,1662,1158,1391,477,-38.699999999999946
los angeles,7,6,69,84,163,-39.00000000000001
ambulance,962,1662,1576,1391,1293,-39.099999999999916
religious fanaticism,1530,525,1576,1391,1293,-39.19999999999983
defiant,129,263,244,172,371,-39.299999999999976
women's prison,1416,750,1544,1391,1293,-39.499999999999794
stewardess,960,1662,1576,1391,1293,-39.49999999999983
approach,1530,522,1576,1391,1293,-39.499999999999865
religion and supernatural,1082,1410,1576,1391,1293,-40.29999999999982
peasant,1530,513,1576,1391,1293,-40.39999999999989
heir to the throne,1530,512,1576,1391,1293,-40.499999999999915
tragic hero,1530,509,1067,1391,1293,-40.79999999999983
police brutality,457,1662,1390,401,1293,-41.0999999999999
indian territory,951,1662,1576,1391,1293,-41.29999999999982
married couple,847,810,266,331,1293,-41.29999999999996
ballet,612,1662,1212,715,1293,-41.499999999999844
teachers and students,1530,501,1576,1391,1293,-41.59999999999988
motherly love,1530,500,1576,1391,1293,-41.699999999999854
paranoid,390,1256,1141,488,983,-41.79999999999997
fog,1530,496,1576,1391,1293,-42.099999999999945
sewer,1530,491,1576,1391,1293,-42.59999999999986
destroy,944,1662,1576,1391,1293,-42.69999999999989
pretend relationship,1530,490,1576,1391,1293,-42.69999999999989
misogyny,916,1662,1576,1391,1265,-42.69999999999997
ghost town,1530,489,1576,1391,1293,-42.79999999999988
small town,331,171,303,81,590,-42.799999999999976
campaign,943,1662,1576,1391,1293,-42.899999999999935
terrorism,581,281,237,127,873,-42.999999999999915
woods,621,1093,745,613,1077,-43.19999999999998
steel helmet,941,1662,1576,1391,1293,-43.29999999999991
giant wave,1530,484,1576,1391,1293,-43.29999999999996
pocket monsters,1530,482,1576,1391,1293,-43.49999999999992
escape,232,572,155,352,560,-43.59999999999996
clone,939,1662,1046,1391,1293,-43.69999999999986
shark,315,480,1565,635,456,-43.7
zombie,283,178,278,70,556,-43.79999999999996
bounty hunter,1003,707,264,567,1293,-43.99999999999989
assistant,1530,475,1302,1391,1293,-44.19999999999986
courtesan,935,1662,1576,1391,1293,-44.49999999999988
teen drama,933,1662,140,1391,1293,-44.899999999999864
planet mars,677,1662,1576,880,1293,-44.999999999999794
giraffe,1530,467,1576,1391,1293,-44.9999999999999
lemur,1530,467,1576,1391,1293,-44.9999999999999
hippopotamus,1530,467,1576,1391,1293,-44.9999999999999
zebra,1530,467,1255,1391,1293,-44.999999999999915
madagascar,1530,467,506,1391,1293,-44.999999999999936
prehistoric creature,775,1010,1087,425,1293,-45.099999999999966
prehistory,775,1055,1205,1048,1006,-45.49999999999988
dark past,927,1662,1576,1391,1293,-46.09999999999992
ecstasy,925,1662,1576,1391,1293,-46.4999999999999
sexual predator,1530,451,1352,1391,1293,-46.59999999999979
maid,924,1662,1127,1391,1293,-46.70000000000007
slovakia,1530,449,1576,1391,1293,-46.79999999999989
teenage life,923,1662,1576,1391,1293,-46.899999999999814
investigation,37,62,27,75,265,-46.900000000000006
female lover,1033,1441,1576,1391,1293,-46.99999999999987
heiress,858,1662,1576,1264,1293,-47.19999999999995
dancer,921,1662,862,1391,1293,-47.29999999999992
biological weapon,920,1662,1256,1391,1293,-47.499999999999844
religious cult,1530,440,1576,1391,1293,-47.699999999999825
philosophical,395,170,194,253,592,-47.69999999999996
imaginary friend,808,1480,959,990,1293,-48.00000000000003
female corpse,1530,436,1576,1391,1293,-48.09999999999981
movie business,785,824,1576,708,1084,-48.19999999999988
childhood trauma,1084,1326,1516,1391,1293,-48.29999999999998
bus ride,915,1662,1576,1391,1293,-48.49999999999986
ex-husband ex-wife relationship,1530,431,803,1391,1293,-48.59999999999992
surveillance camera,914,1662,1576,1391,1293,-48.69999999999997
scientist,131,233,348,123,432,-49.19999999999998
lordship,911,1662,1576,1391,1293,-49.30000000000004
mexican standoff,909,1662,1576,1391,1293,-49.7000000000001
blonde,1010,1457,1576,1391,1293,-49.99999999999994
rock 'n' roll,499,1626,1519,1391,868,-50.299999999999905
lake,1530,414,1576,1391,1293,-50.299999999999905
intrigue,905,1662,1576,1391,1293,-50.499999999999794
deception,1189,980,376,1277,1293,-50.49999999999998
celebration,1213,1044,904,1391,1293,-50.699999999999925
soldier,156,773,587,208,692,-50.69999999999993
language barrier,904,1662,1576,1391,1293,-50.69999999999995
blended family,1530,409,1576,1391,1293,-50.79999999999994
luck,1530,408,1576,1391,1293,-50.899999999999814
penguin,1530,407,506,1391,1293,-50.99999999999991
runaway,1530,406,1576,1391,1293,-51.09999999999985
based on young adult novel,106,5,2,7,361,-51.19999999999999
tragic villain,901,1662,1576,1391,1293,-51.29999999999998
prostitution,934,979,319,1391,985,-51.399999999999864
astronaut,1001,931,645,864,1293,-51.69999999999989
dirty cop,1530,400,980,1391,1293,-51.69999999999995
basketball,1063,744,941,971,1209,-51.899999999999885
tradition,898,1662,1576,1391,1293,-51.89999999999992
mayor,1530,397,889,1391,1293,-51.99999999999991
pacific war,1389,678,1576,1391,1293,-52.09999999999985
bible,690,1662,1004,977,1293,-52.09999999999993
cartoonist,1530,393,1576,1391,1293,-52.399999999999906
morality,1530,392,541,1391,1293,-52.49999999999989
stripper,895,1662,550,1391,1293,-52.499999999999936
great depression,894,1662,338,1391,1293,-52.69999999999993
candlelight vigil,1530,390,1350,1391,1293,-52.7
petrol,1530,388,1576,1391,1293,-52.899999999999906
ax,1530,386,1576,1391,1293,-53.09999999999986
doctor,320,93,879,482,391,-53.1
psychological,891,1662,1576,1391,1293,-53.299999999999905
suicide,94,198,235,770,75,-53.399999999999984
freedom,781,1662,1576,1173,1293,-53.49999999999986
ransom,1027,1388,1576,1391,1293,-53.499999999999964
troubled teen,890,1662,1576,1391,1293,-53.500000000000036
hunter,1448,545,1133,1391,1293,-53.59999999999993
robot,302,520,420,126,767,-53.59999999999996
defense,889,1662,1576,1391,1293,-53.69999999999998
lone wolf,1530,379,1576,1391,1293,-53.79999999999999
crush,1222,994,1576,1391,1293,-53.899999999999864
fourth of july,1530,369,1576,1391,1293,-54.79999999999996
arrest,1530,368,881,1391,1293,-54.89999999999989
dragon,496,201,52,290,726,-54.89999999999996
bakery,1530,367,1576,1391,1293,-54.9999999999999
prisoner,997,366,1199,362,1280,-56.19999999999989
cruel,1062,709,238,809,1293,-56.199999999999925
child abuse,748,419,555,845,816,-56.19999999999993
concert,479,441,1576,1295,335,-56.59999999999993
sadistic,1530,351,396,1391,1293,-56.599999999999945
patient,1530,349,1576,1391,1293,-56.799999999999834
forbidden love,902,223,515,1089,753,-56.7999999999999
extreme violence,873,1662,1576,1391,1293,-56.89999999999997
hanukkah,872,1662,1576,1391,1293,-57.099999999999795
witch,125,38,87,163,348,-57.099999999999994
xmas,870,1662,1576,1391,1293,-57.499999999999915
hamburg,869,1662,1576,1391,1293,-57.700000000000024
overdose,867,1662,1576,1391,1293,-58.099999999999916
india,964,269,102,529,1127,-58.59999999999994
fashion journal,1530,329,1576,1391,1293,-58.79999999999987
hippie,1221,947,1576,1391,1293,-58.79999999999988
suffering,1530,326,1576,1391,1293,-59.09999999999994
desire to have children,1530,324,1576,1391,1293,-59.29999999999983
passport,861,1662,1576,1391,1293,-59.299999999999976
unresolved issues,1530,323,1576,1391,1293,-59.399999999999906
lovers,1530,321,1576,1391,1293,-59.599999999999866
suicide attempt,864,705,1510,830,1100,-59.69999999999999
inflammatory,1530,319,1576,1391,1293,-59.799999999999876
christmas party,561,1662,1576,797,1293,-59.899999999999814
aristocrat,857,1662,1576,1391,1293,-60.09999999999999
drug use,886,1338,1294,1126,1293,-60.19999999999993
vision,942,523,1576,423,1293,-60.199999999999946
bridesmaid,1530,312,1576,1391,1293,-60.49999999999987
sin,855,1662,1576,1391,1293,-60.49999999999989
vietnam veteran,1117,1138,1576,1391,1293,-60.499999999999915
psychologist,912,1548,1576,1391,1293,-60.499999999999915
caper,854,1662,1576,1391,1293,-60.69999999999989
date,1530,310,1576,1391,1293,-60.69999999999992
teenage romance,542,738,1576,1391,520,-60.899999999999906
professional thief,853,1662,1576,1391,1293,-60.89999999999991
restaurant,1438,211,846,1391,1154,-61.19999999999989
domineering mother,851,1662,1576,1391,1293,-61.299999999999905
louvre museum,1530,302,1576,1391,1293,-61.49999999999987
victorian england,1530,300,1576,1391,1293,-61.699999999999854
submarine,681,1662,1576,1057,1293,-61.89999999999991
dream girl,1530,298,1576,1391,1293,-61.89999999999993
victorian era,1530,297,1576,1391,1293,-61.99999999999984
mythical creature,1530,296,1576,1391,1293,-62.09999999999986
voyeurism,846,1662,1576,1391,1293,-62.299999999999834
uncle,1530,293,1529,1391,1293,-62.39999999999991
hostage,1141,140,149,463,1293,-62.69999999999992
prisoner of war,1004,1048,1576,1098,1293,-62.799999999999976
angry,223,137,453,563,324,-62.8
submachine gun,843,1662,1576,1391,1293,-62.89999999999986
rainstorm,842,1662,1388,1391,1293,-63.09999999999999
cheating,1318,708,968,1391,1293,-63.29999999999996
pentagram,1530,282,1576,1391,1293,-63.49999999999978
inheritance,919,1503,1576,1391,1293,-63.59999999999974
boxing trainer,822,1662,1576,1356,1293,-63.59999999999987
ambiguity,839,1662,1576,1391,1293,-63.69999999999995
suburbia,1530,279,1576,1391,1293,-63.79999999999998
prejudice,1530,276,1576,1391,1293,-64.09999999999984
alcoholic,366,44,771,607,405,-64.1
school bus,1074,1186,1576,1391,1293,-64.2999999999998
car race,937,497,473,431,1293,-64.59999999999982
animal lead,1530,270,1576,1391,1293,-64.69999999999987
airplane crash,834,1662,903,1391,1293,-64.69999999999997
housewife,1530,268,1576,1391,1293,-64.8999999999999
hope,1530,267,310,1391,1293,-64.99999999999986
flirt,1530,266,1576,1391,1293,-65.09999999999981
north carolina,1060,1203,1576,1391,1293,-65.39999999999988
game,533,1662,111,796,1293,-65.39999999999992
blindness and impaired vision,1007,1309,1576,1391,1293,-65.39999999999993
pedophile,1530,262,1225,1391,1293,-65.49999999999987
bodyguard,720,1448,1576,1307,1118,-65.49999999999993
fire,792,311,1551,591,984,-66.39999999999993
matter of life and death,1530,248,1576,1391,1293,-66.89999999999989
dancing,422,1106,287,1174,723,-66.99999999999996
vampire human love,1530,243,1576,1391,1293,-67.39999999999988
interspecies romance,1530,242,1576,1391,1293,-67.49999999999983
michigan,691,987,444,459,1293,-67.59999999999992
smart kid,818,1662,1576,1391,1293,-67.89999999999984
christmas eve,817,1662,1576,1391,1293,-68.09999999999987
mobster,725,1202,425,1391,971,-68.1
wound,814,1662,1576,1391,1293,-68.70000000000002
madrid,752,866,1576,734,1163,-68.9999999999999
king,688,498,1576,664,951,-69.19999999999995
fetish,811,1662,1576,1391,1293,-69.29999999999995
impersonation,810,1662,1576,1391,1293,-69.4999999999999
embarrassed,1530,216,1576,1391,1293,-70.09999999999995
fashion magazine,1530,215,1576,1391,1293,-70.19999999999986
chosen one,1530,213,334,1391,1293,-70.39999999999984
philosophy,805,1662,1149,1391,1293,-70.49999999999984
paris,24,35,48,60,364,-70.5
nihilism,409,1662,1576,1391,900,-71.10000000000004
fantasy world,27,77,10,556,146,-71.7
future,36,33,34,46,388,-71.7
rivalry,399,341,1384,149,854,-71.8
lawyer,202,581,29,859,424,-72.19999999999997
gold digger,794,1662,1266,1391,1293,-72.69999999999989
birthday,535,1662,1518,1391,1036,-73.1
high school sports,493,737,1576,1391,532,-73.19999999999996
river,1078,1084,1576,1391,1293,-73.69999999999983
criminal underworld,787,1662,782,1391,1293,-74.09999999999991
secret agent,22,768,268,235,659,-74.10000000000004
firefighter,695,1559,1327,1105,1293,-74.19999999999996
battle of the sexes,786,1662,1576,1391,1293,-74.30000000000003
gay friend,784,1662,1576,1391,1293,-74.69999999999989
totalitarian regime,1048,1130,1576,1391,1293,-75.09999999999997
transsexuality,780,1662,1576,1391,1293,-75.49999999999994
sincere,227,648,99,299,780,-75.69999999999997
road trip,92,145,289,74,506,-75.69999999999999
love triangle,177,529,242,855,393,-75.8
workers' quarter,778,1662,1576,1391,1293,-75.8999999999999
transvestism,777,1662,1576,1391,1293,-76.10000000000001
loss of loved one,17,10,448,705,50,-76.10000000000004
civil rights,661,1662,1576,1391,1183,-77.30000000000001
country music,999,1204,1576,1391,1293,-77.49999999999991
disaster,262,156,807,271,594,-77.89999999999999
village,876,800,818,746,1293,-78.00000000000001
fortune teller,813,1570,1576,1391,1293,-78.09999999999995
alternative reality,425,706,696,1391,474,-78.29999999999998
body-swap,657,1662,1576,1175,1293,-78.5
time travel,89,64,200,64,482,-78.60000000000001
action hero,5,109,1576,383,262,-78.79999999999998
illegal prostitution,763,1662,1576,1391,1293,-78.89999999999992
memory loss,264,1382,888,1391,655,-79.09999999999997
horror,337,653,1576,1112,503,-79.1
romcom,117,39,851,609,228,-79.20000000000002
horror spoof,761,1662,716,1391,1293,-79.29999999999993
horror parody,761,1662,716,1391,1293,-79.29999999999993
criminal organization,1530,123,1576,1391,1293,-79.39999999999995
debt,1094,990,1576,1391,1293,-79.89999999999996
baltimore,1057,1063,1576,1391,1293,-79.99999999999999
talk,1530,114,1576,1391,1293,-80.29999999999991
roadtrip,756,1662,1576,1391,1293,-80.30000000000001
chainsaw,755,1662,1296,1391,1293,-80.49999999999996
sheriff,968,735,945,1142,1168,-80.69999999999985
colonialism,663,1662,1576,1214,1293,-81.19999999999995
stoner,751,1662,1576,1391,1293,-81.29999999999984
overprotective father,750,1662,1576,1391,1293,-81.4999999999998
authoritarian,865,636,1044,596,1293,-81.59999999999992
lying,753,1553,769,1290,1293,-81.69999999999983
laser gun,749,1662,1576,1391,1293,-81.69999999999987
new jersey,427,1049,655,1391,665,-81.79999999999998
parallel world,1102,106,1576,547,1293,-82.29999999999986
deaths,745,1662,1576,1391,1293,-82.49999999999989
casino,668,228,1576,1170,612,-82.99999999999999
short film,741,1662,1418,1391,1293,-83.30000000000005
mind game,1181,778,1576,1391,1293,-83.69999999999989
siberia,737,1662,1576,1391,1293,-84.1
ambassador,736,1662,1576,1391,1293,-84.29999999999988
alcohol abuse,735,1662,1576,1391,1293,-84.49999999999983
slavery,1049,485,493,842,1293,-84.49999999999993
museum,1480,165,894,1391,1293,-85.19999999999987
tattoo,730,1662,1380,1391,1293,-85.49999999999996
based on movie,472,241,917,1070,486,-85.7
manhattan,1530,57,404,1391,1293,-85.99999999999991
father figure,328,1662,976,592,1293,-85.99999999999994
new mexican cinema,727,1662,1576,1391,1293,-86.09999999999994
satan,1244,625,1576,1391,1293,-86.39999999999992
extraterrestrial technology,800,746,1576,732,1241,-86.79999999999991
massachusetts,114,251,56,763,292,-86.80000000000003
orderly,722,1662,1576,1391,1293,-87.09999999999988
brother,721,1662,491,1391,1293,-87.29999999999983
pig,719,1662,1576,1391,1293,-87.69999999999989
photographer,405,1254,930,1090,926,-87.79999999999995
gang war,717,1662,1576,1391,1293,-88.09999999999981
drug lord,940,1215,547,1391,1293,-88.19999999999997
rapper,928,1238,1576,1391,1293,-88.29999999999986
remade,715,1662,1576,1391,1293,-88.49999999999991
washington dc,692,643,628,330,1293,-88.89999999999993
u.s. secret service agent,709,1662,1576,1391,1293,-89.69999999999985
masochism,708,1662,1281,1391,1293,-89.89999999999993
father-in-law,706,1662,1576,1391,1293,-90.29999999999994
one man army,138,1662,1576,739,1053,-90.69999999999999
success,1366,337,1576,1391,1293,-90.79999999999994
killer,330,208,583,63,857,-90.89999999999996
travel,833,478,246,846,1105,-91.19999999999992
disfigurement,701,1662,1576,1391,1293,-91.3
psychological drama,699,1662,1362,1391,1293,-91.69999999999987
vigilante justice,431,716,501,661,921,-92.50000000000001
violence against women,694,1662,1576,1391,1293,-92.69999999999987
psychiatric hospital,518,1662,1072,1042,1293,-92.99999999999994
patriotism,660,1240,1576,908,1293,-93.39999999999993
individuality,689,1662,1576,1391,1293,-93.69999999999978
multiple storylines,952,1136,965,1391,1293,-93.69999999999992
cruelty,899,294,440,447,1293,-94.09999999999991
space travel,251,206,847,337,656,-94.09999999999995
fairy tale,231,418,181,199,812,-94.29999999999997
surreal,686,1662,594,1391,1293,-94.3
psychology,466,592,1576,1391,539,-94.49999999999993
sadist,1157,718,767,1391,1293,-94.50000000000003
loneliness,278,207,546,1391,160,-94.79999999999995
racial slur,682,1662,1576,1391,1293,-95.09999999999994
incest,680,1417,798,1143,1293,-95.19999999999997
photography,452,1662,663,936,1293,-95.59999999999985
science fiction,640,1662,1576,1391,1254,-95.69999999999986
commercial,678,1662,1576,1391,1293,-95.89999999999999
rescue,132,812,103,446,796,-96.19999999999997
rage,675,1662,1576,1391,1293,-96.49999999999999
ex-girlfriend,845,571,283,1391,919,-96.79999999999995
wall street,513,1662,560,1073,1293,-97.09999999999988
news reporter,1205,595,1576,1391,1293,-97.19999999999986
super villain,191,237,460,1391,105,-98.2
disguise,958,1077,421,1391,1293,-98.4
social outcast,665,1662,1576,1391,1293,-98.50000000000004
suppressed past,764,1460,1576,1391,1293,-98.89999999999985
mutation,380,1662,1436,828,1293,-99.19999999999995
chase,281,264,1576,249,785,-99.29999999999998
disaster movie,670,433,1323,275,1247,-99.59999999999994
mystery,136,345,638,542,536,-99.69999999999997
vampire,58,47,30,870,147,-100.10000000000001
sicily,655,1662,1576,1391,1293,-100.49999999999989
plagiarism,653,1662,1576,1391,1293,-100.9
theatre group,650,1662,1576,1391,1293,-101.50000000000003
army,105,339,300,650,459,-101.9
child's point of view,647,1662,1576,1391,1293,-102.09999999999991
dumb blonde,646,1662,1576,1391,1293,-102.29999999999995
torture,193,97,277,129,690,-102.59999999999998
rock star,823,1294,1576,1385,1293,-103.09999999999998
self sacrifice,1186,570,1045,1391,1293,-103.49999999999994
undercover cop,1043,443,374,979,1293,-103.59999999999988
fairy,625,1402,841,1391,1152,-104.29999999999991
happy ending,636,1662,1576,1391,1293,-104.29999999999995
small person,635,1662,1576,1391,1293,-104.49999999999986
kindness,634,1662,1576,1391,1293,-104.6999999999999
tears,633,1662,1576,1391,1293,-104.8999999999999
president,454,868,648,1391,717,-104.89999999999998
school class,631,1662,1576,1391,1293,-105.29999999999998
espionage,490,426,526,1160,650,-105.39999999999999
sexual identity,630,1662,1576,1391,1293,-105.49999999999991
professor,319,741,1576,92,1172,-105.69999999999989
metropolis,628,1662,1576,1391,1293,-105.8999999999999
midlife crisis,637,1273,1180,1391,1108,-105.99999999999987
showdown,400,1405,1576,1391,937,-105.99999999999987
hot air balloon,509,1662,1576,1155,1293,-106.09999999999991
school performance,1088,739,1576,1391,1293,-106.19999999999996
underdog,649,1612,578,1391,1293,-106.7
exotic island,1068,758,1576,1391,1293,-108.30000000000008
historical,104,654,1397,1391,279,-108.69999999999999
war crimes,1171,252,987,1391,1146,-108.89999999999992
master thief,456,1662,1576,1391,1137,-109.09999999999992
cowboy,611,1662,1576,1391,1293,-109.29999999999987
cheerleading,610,1662,1576,1391,1293,-109.49999999999991
rebel,1013,855,870,1391,1293,-109.59999999999992
stepfather,1235,410,1576,1391,1293,-109.6999999999999
teenage love,1223,432,357,1391,1293,-109.89999999999992
infection,826,558,1226,725,1293,-110.09999999999992
ancient greece,604,1662,643,1391,1291,-110.29999999999987
heroin,917,1039,1576,1391,1293,-110.3999999999999
treasure hunt,852,791,1576,1391,1104,-110.3999999999999
ice age,1190,493,1576,1391,1293,-110.39999999999998
darkness,1118,632,1576,1391,1293,-110.89999999999992
bad father-in-law,601,1662,1576,1391,1293,-111.29999999999977
patriot,600,1662,1576,1391,1293,-111.49999999999982
ex-wife,1125,547,1576,1327,1293,-111.59999999999991
hawaii,598,1662,409,1391,1293,-111.89999999999992
court,408,1228,1576,721,1222,-112.0999999999999
2030s,597,1662,437,1391,1293,-112.09999999999994
boxer,584,1498,1576,1201,1293,-112.09999999999998
sex comedy,658,1540,1275,1391,1293,-112.10000000000005
women's sexual identity,594,1662,1576,1391,1293,-112.69999999999995
sarcastic,375,174,603,1391,331,-112.89999999999998
battlefield,591,1662,891,1391,1293,-113.29999999999994
prosecution,969,905,1576,1391,1293,-113.39999999999992
mission,214,816,545,665,860,-114.09999999999992
cold war,587,568,1420,297,1293,-114.09999999999995
phone call,155,1662,1576,528,1293,-114.19999999999986
bomb,404,876,358,604,1113,-114.59999999999995
private school,662,1506,1576,1391,1293,-114.69999999999996
secret identity,145,173,247,1254,178,-114.70000000000002
parents-in-law,583,1662,1576,1391,1293,-114.89999999999985
swashbuckler,987,854,1314,1391,1293,-114.89999999999993
daughter,42,172,713,467,469,-114.89999999999999
xenophobia,580,1662,1576,1391,1293,-115.49999999999987
cyberpunk,56,313,704,157,716,-116.4
treasure,888,1035,1293,1391,1293,-116.59999999999985
politics,739,376,997,440,1293,-117.19999999999997
giant spider,567,1662,1576,1391,1293,-118.09999999999992
love affair,1275,244,890,1391,1293,-118.2999999999999
killing,1218,358,671,1391,1293,-118.29999999999991
fairy godmother,565,1662,1576,1391,1293,-118.5000000000001
safecracker,470,1662,1348,1391,1201,-119.09999999999995
marseille,562,1662,607,1391,1293,-119.09999999999998
hand to hand combat,196,1059,792,671,988,-119.60000000000001
nazi,767,236,251,382,1293,-119.79999999999994
undercover operation,421,1662,323,1242,1232,-120.19999999999997
corrupt cop,556,1662,1576,1391,1293,-120.29999999999995
telephone,555,1662,1576,1391,1293,-120.49999999999997
workaholic,1022,727,1576,1391,1293,-120.5999999999999
light,1032,699,1576,1391,1293,-121.39999999999988
teen comedy,459,359,1576,1391,550,-121.39999999999999
shopping mall,832,1097,1576,1391,1293,-121.59999999999997
ancient egypt,549,1662,1273,1391,1293,-121.69999999999983
artificial intelligence (a.i.),61,350,172,42,825,-122.0
simulation,547,1662,1576,1391,1293,-122.10000000000001
nurse,696,829,1387,1017,1213,-122.19999999999993
election campaign,545,1662,1576,1391,1293,-122.5
historical fiction,595,246,229,110,1276,-122.59999999999997
mafia,462,1216,173,784,1293,-122.99999999999987
paparazzi,540,1662,1576,1391,1293,-123.5
unemployment,831,1079,1576,1391,1293,-123.5999999999999
fish out of water,906,580,1084,1391,1119,-123.69999999999992
gypsy,539,1662,1576,1391,1293,-123.70000000000002
transporter,618,1498,1576,1391,1293,-124.29999999999994
catholicism,887,273,1576,1391,950,-124.39999999999998
aids,280,1243,1576,466,1293,-124.8999999999999
ransom demand,531,1662,1576,1391,1293,-125.29999999999986
ex-lover,530,1662,1576,1391,1293,-125.49999999999991
moscow,936,848,822,1391,1293,-125.69999999999989
battle,45,184,82,761,387,-126.10000000000001
devil,577,1555,1184,1391,1293,-126.7999999999999
faith,244,45,813,1391,205,-126.79999999999998
countryside,892,385,1373,851,1293,-126.80000000000001
