title,vote_average,vote_count,revenue,keywords
First Squad: The Moment of Truth,6.192,133,0,"supernatural, super soldier, russian army"
Avatar,7.594,32912,2923706026,"paraplegic, attachment to nature, culture clash, indigenous, space travel, space colony, tribe, alien planet, distant future, marine, battle, love affair, scientist, nature, native peoples, power relations, tribal customs, tribal people, tribal chief, cryonics, spiritual community, 22nd century, save the planet, racial discrimination, soldiers, inspirational, grand, dramatic, stereoscopic film, appreciative, bold, enthusiastic, exhilarated, hopeful"
Harry Potter and the Half-Blood Prince,7.682,20306,933959197,"witch, dying and death, london, england, magic, school of witchcraft, sequel, apparition, curse, teenage crush, school, werewolf, teenage love, luck, ghost, wizard, secret past, christmas, based on young adult novel, teen fantasy"
A Christmas Carol,6.897,4780,325286646,"london, england, based on novel or book, holiday, greed, victorian england, money, ghost, lesson, christmas music, moneylender, christmas, 19th century, scrooge, christmas eve, xmas eve"
Coraline,7.897,8675,185860104,"friendship, dreams, based on novel or book, villain, eye, stuffed animal, stop motion, parallel world, button, new home, secret door, female villain, aftercreditsstinger, duringcreditsstinger, horror for children, talking cat, somber, parallel universe, callous"
Up,7.96,21131,735103954,"central and south america, age difference, villain, balloon, travel, dog, duringcreditsstinger, pets, exploring, senior"
Inglourious Basterds,8.215,23483,321457747,"guerrilla warfare, paris, france, self sacrifice, world war ii, jew persecution, german occupation of france, resistance fighter, nazism, anti-fascism"
The Hangover,7.327,17653,469310836,"blackjack, stag night, lost weekend, chapel, hit with tire iron, memory loss, las vegas, drugs, irreverent, absurd, dramatic, hilarious, amused, celebratory, farcical, shaggy dog story"
After.Life,6.326,1197,3606395,"nightmare, funeral, wheelchair, injection, crying, casket, shovel, lily, argument, crucifix, woman director"
Hachi: A Dog's Tale,8.01,6989,46800000,"friendship, loyalty, pet, human animal relationship, family relationships, friends, dog, newspaper reporter, family dog, waiting, pets, dramatic"
Push,6.145,2359,49678401,"mind control, psychokinesis, secret government organization, clairvoyance, hong kong"
The Proposal,7.151,7242,317400000,"new york city, blackmail, ex-girlfriend, assistant, deportation, immigration law, romcom, alaska, fish out of water, humiliation, book editor, green card, employer employee relationship, duringcreditsstinger, woman director, publishing house, pretend relationship, rich family, father son conflict, tyrannical boss, enemies to lovers, dramatic, fake fiancé, romantic, admiring, amused, bewildered, grandmother's birthday"
The Princess and the Frog,7.214,5940,270997378,"princess, voodoo, new orleans, louisiana, restaurant, villain, kiss, musical, turns into animal, cajun, firefly, based on fairy tale, duringcreditsstinger, big dreams, frog prince, charlatan, 1920s, magic spell, loving, whimsical, cheerful"
Gifted Hands: The Ben Carson Story,7.789,759,0,"husband wife relationship, 1970s, surgeon, biography, based on true story, doctor, detroit, michigan, neurosurgeon, surgery, conjoined twins, 1980s, pediatrician, 1960s, mother son relationship, african american, medical"
(500) Days of Summer,7.297,10712,60781545,"jealousy, gallery, fight, date, architect, interview, sister, love, friends, fate, los angeles, california, summer, cynical, year, heartache"
The Last House on the Left,6.49,1873,32721635,"lake, rape, kidnapping, psychopath, sadistic, forest, dysfunctional family, remake, revenge, murder, swimmer, family, rape and revenge, sexual predator, brutal violence"
2012,5.863,12416,791217826,"race against time, maya civilization, civilization, natural disaster, earthquake, end of the world, disaster, apocalypse, destruction, volcanic eruption, flood, disaster movie, ark, solar, anxious, 2010s, cautionary, dramatic, tense"
Tinker Bell and the Lost Treasure,6.811,1088,0,"friendship, based on children's book, anger issues"
Cirque du Freak: The Vampire's Assistant,5.843,1144,28169671,"based on novel or book, vampire, spider, wolfman, best friend, antidote, based on young adult novel"
Ice Age: Dawn of the Dinosaurs,6.763,8666,886686817,"insanity, ice age, villain, bridge, sequel, jungle, prehistory, dinosaur, creature, birth, duringcreditsstinger"
The White Ribbon,7.482,1086,11652157,"child abuse, authority, pastor, nanny, northern germany, punishment, puritan, incest, tailor, school teacher, future war, suppression, shame, small village, land baron, village people, 1910s, east elbia, landowner, patronage, rural setting, villagers, fear of the unknown"
Harry Brown,6.819,1129,10329747,"investigation, self-defense, riot, murder, vigilante, drug dealing, hospital, widower, loner, subway tunnel, army veteran, vigilante justice"
The Fourth Kind,6.337,1825,47709193,"sibling relationship, investigation, wheelchair, hypnosis, based on true story, alien, cover-up, ufo, alaska, disappearance, hospital, alien abduction, patient, psychotherapy, fake documentary, nome alaska, faked footage, audio cassette, anchorage, alaska, police fake, duringcreditsstinger, aliens, pseudo-documentary"
The Courageous Heart of Irena Sendler,7.3,119,0,"nazi, holocaust (shoah), world war ii, biography, based on true story, historical drama, 1940s, war drama"
The Secret in Their Eyes,7.972,2734,33965843,"rape, police, kidnapping, homicide, writing, investigation, partner, murder, tension, argentina, justice, calm, legal drama, anxious, secret, cine argentino, bitter, impartial"
Prep & Landing,6.9,141,0,"holiday, santa claus, christmas, short film"
Stricken,5.879,62,0,"loss, cancer, cheat on wife"
Skull Heads,3.8,10,0,"italy, castle, sexual assault, supernatural horror"
Law Abiding Citizen,7.39,5484,127900000,"prison, assassin, philadelphia, pennsylvania, bomb, secret passage, deal, investigation, gore, torture, explosion, justice, criminal mastermind, district attorney, courtroom, rape and revenge, vigilantism, vigilante justice"
Into Temptation,8.0,16,0,"suicide, prostitute, call girl, forgiveness, confession, priest, illegal prostitution, catholic priest"
Paper Man,6.31,357,13514,"friendship, imaginary friend, long island, new york, author, writer"
Iran: The Hundred Year War,8.0,1,0,"cold war, revolution, islam, oil, religion, iran, political leader, arrogance, power struggle, imperialism"
The Girl Who Played with Fire,7.0,1735,67126795,"journalist, friendship, hacker, new identity, investigation, arson, domestic abuse, sex trafficking, millennium, soviet defector"
Youth in Revolt,6.152,952,19651093,"california, trailer park, based on novel or book, romcom, oakland, california, coming of age, alter ego, teenage boy, teen comedy, duringcreditsstinger, independent film, crime comedy"
Joy Ride 2: Dead Ahead,5.529,262,0,"married couple, sequel, truck driver, old house, road rage"
Wizards of Waverly Place: The Movie,7.3,1764,0,"island, sibling relationship, magic, foreign language, family vacation, family holiday, parents, wizard, trouble, changing the past or future"
The Blind Side,7.674,6659,309231694,"sports, american football, adoption, private school, education, based on true story, memphis, tennessee, duringcreditsstinger, christian, high school american football"
The Private Lives of Pippa Lee,5.9,222,2860973,"sense of guilt, age difference, marriage, romcom, terminal illness, neighbor, woman director, publisher"
Across the Hall,5.901,121,0,"hotel, hotel room, jealousy, love triangle, male friendship, revenge motive, neo-noir, murder suspect, jealous friend, accidental shooting, waiting for revenge, jealous boyfriend"
The Twilight Saga: New Moon,5.994,9559,709827462,"moon, based on novel or book, vampire, teen movie, werewolf, interspecies romance, based on young adult novel, supernatural power, good versus evil, vampire human love, گرگ  و میش : ماه نو, گرگ و میش 2, ماه نو, ماه جدید"
Nichts als Ärger mit den Männern,4.0,2,0,romance
The Brotherhood V: Alumni,2.0,19,0,"high school, reunion, murder, locker room, homoeroticism, prank gone wrong"
Wrong Turn 3: Left for Dead,5.7,1230,0,"sheriff, river, penitentiary, forest, west virginia, woods, slasher, hillbilly, cannibal, survival horror, voyeur, molotov cocktail, criminal trio, criminals"
Der Teufel mit den drei goldenen Haaren,5.5,4,0,fairy tale
"Killerjagd. Töte mich, wenn du kannst",5.8,4,0,murder hunt
Confessions of a Shopaholic,6.481,2703,108394089,"new york city, based on novel or book, department store, shop, shopping mall, romcom, addiction, liar, credit card, financial journalist, debt collector, debt, advice columnist, fashion magazine, duringcreditsstinger"
Cold Souls,6.0,173,1134837,"soul selling, woman director"
Angels & Demons,6.715,7130,485930816,"based on novel or book, rome, italy, vatican (holy see), symbolism, illuminati, quantum mechanics, prequel, anti matter, conspiracy, investigator, catholicism, cern"
The Taking of Pelham 1 2 3,6.353,3280,150166126,"new york city, hostage, motorcycle crash, remake, new york subway, subway train, stock market, subway tunnel, aftercreditsstinger"
The Lovely Bones,7.065,4830,93600000,"rape, based on novel or book, afterlife, loss of loved one, tree, 1970s, serial killer, corpse, pedophile, teenage love, grieving, childhood sexual abuse, based on young adult novel"
Baby on Board,4.882,106,0,"pregnancy, lawyer, refrigerator, perfume"
Road Trip: Beer Pong,5.4,225,0,beer
SNL Presents: A Very Gilly Christmas,7.4,7,0,sketch comedy
Ninja Assassin,6.671,1685,61601280,"martial arts, assassin, assassination, ninja fighter, gore, stick fighting, sensei, revenge, ninja, bloody fight, chop socky, ninjutsu, kusarigama"
American Pie Presents: The Book of Love,5.259,1790,5021219,"high school, teen comedy, teenage sexuality, virginity, ambivalent"
The Double Hour,6.111,90,4300000,"hotel, suicide, dreams, psychology, loss, cop, love, photograph, death of lover, bottomless"
