title,vote_average,vote_count,revenue,keywords
High School of the Dead: Drifters of the Dead,7.4,474,0,"zombie, based on manga, ecchi, anime, original video animation (ova), based on tv series"
Harry Potter and the Deathly Hallows: Part 2,8.084,21485,1341511219,"witch, dying and death, saving the world, self sacrifice, magic, school of witchcraft, sorcerer, school, battle, ghost, wizard, teenage hero, christmas, based on young adult novel, good versus evil, teen fantasy"
Kill Bill: The Whole Bloody Affair,8.0,1116,5806312,"martial arts, kung fu, revenge, aggressive, absurd, audacious"
The Hangover Part II,6.498,10976,586764305,"stag night, memory loss, undercover cop, drugs"
Drive,7.583,13226,78100000,"robbery, car mechanic, stuntman, beaten to death, revenge, organized crime, neighbor, police chase, los angeles, california, brutality, jacket, scorpion, toothpick, getaway driver, crime lord, stunt driver, existentialism, neo-noir, vindictive, hammer, bold"
Pirates of the Caribbean: On Stranger Tides,6.563,14612,1046721266,"sea, ship, mutiny, spain, england, sword, prime minister, sailing, mermaid, duke, silver, pirate, soldier, battle, swashbuckler, 18th century, aftercreditsstinger, blackbeard, whimsical"
Cars 2,6.164,8240,559852396,"car race, sports, spy, villain, sequel, anthropomorphism, best friend, british spy, duringcreditsstinger, grand prix, loving, cars"
Thor,6.769,21907,449326618,"new mexico, superhero, redemption, banishment, based on comic, brother against brother, norse mythology, aftercreditsstinger, marvel cinematic universe (mcu), worlds collide, god of thunder, lighthearted, fantasy, egotistical, melodramatic"
Wrong Turn 4: Bloody Beginnings,5.726,1172,0,"motel, forest, west virginia, lesbian relationship, murder, snow, slasher, cannibal, survival horror, voyeur, snowed in, institution"
Paul,6.733,6066,98000000,"san diego, california, alien, area 51, alien space craft, duringcreditsstinger, 1980s"
Conan the Barbarian,5.307,1949,63523283,"witch, princess, rescue, magic, sword, slavery, remake, revenge, sorcerer, torture, battle, barbarian, sword and sorcery, intense, cliché"
Just Go with It,6.704,5969,214945591,"friendship, hawaii, assistant, plastic surgery, romcom, waterfall, falling in love, older man younger woman relationship, young woman, family vacation, single mother, plastic surgeon, divorced, schoolteacher, rich man, favor, elaborate ruse, pretending to be wife, pretend marriage, pretend family, sorority sister"
Bad Teacher,5.612,4841,216197492,"classroom, manipulation, teacher, school, middle school, incompetence, gold digger, workplace comedy, horrible person, selfish woman, breast enlargement"
Red And White 3: Hearts Of Freedom,6.0,2,0,"war of independence, indonesia, 1940s, merah putih"
Friends with Benefits,6.65,8227,149500000,"new york city, friendship, job interview, dementia, alzheimer's disease, love, friends, break-up, lust, beach house, headhunter, job hunting, sex comedy, casual sex, aftercreditsstinger, duringcreditsstinger, new job, flash mob, sexual relationship, film within a film, sex, anti-romance, friends with benefits, job, art director"
Kung Fu Panda 2,7.1,7620,665692281,"mission, martial arts, kung fu, hope, villain, fleet, sequel, panda, friends, woman director"
Real Steel,7.064,8844,299300000,"future, sports, parent child relationship, fight, robot, prizefight, father son reunion, robot fighting, vibrant, 2020s"
Drive Angry,5.535,1964,40909909,"race against time, kidnapping, surrealism, satanic cult, escaped from hell, good versus evil"
Ghost Rider: Spirit of Vengeance,5.008,3954,132563930,"dying and death, skeleton, angel, monk, superhero, anti hero, eastern europe, cult, pact with the devil, biker, based on comic, motorcycle, devil, demon, dark hero, flamethrower, super power, devil worship"
A Mile in His Shoes,6.4,24,0,"sports, baseball, christian film, disheartening"
The Intouchables,8.271,18000,426590315,"friendship, male friendship, based on true story, masseuse, aristocrat, paragliding, interracial friendship, unlikely friendship, duringcreditsstinger, quadriplegic, quadriplegia, feel good, optimistic, intouchables"
Rio,6.753,6984,483866772,"rio de janeiro, pet, villain, carnival, parrot, musical, canary, jungle, samba, animals, duringcreditsstinger, pets, cartoon bird, brazil, smugglers"
Prep & Landing: Naughty vs. Nice,6.9,82,0,"holiday, christmas"
The Skin I Live In,7.492,4488,33750478,"mask, based on novel or book, madrid, spain, isolation, obsession, face transplant, plastic surgery, half-brother, sex change, revenge, dress, plastic surgeon, skin, nonlinear timeline, locked up, captivity"
Phineas and Ferb The Movie: Across the 2nd Dimension,7.1,587,0,"monster, sibling relationship, one-sided love, secret agent, mad scientist, alternate dimension, growing up, dating, super villain, pet owner reunion"
Rango,6.885,6883,245700000,"hero, gunslinger, sheriff, nevada, mayor, pet, native american, water supply, outlaw, water shortage, spirit, mariachi, disillusionment, desert, construction, frontier town, small western town, animal life, animal protagonist, old west, high noon"
No Strings Attached,6.297,4871,149200000,"parent child relationship, casual meeting, sexual humor, student of medicine, friends, open relationship, best friend, valentine's day, casual sex, friends in love, duringcreditsstinger, fling, father son conflict"
Bears of the Last Frontier,0.0,0,0,"alaska, nature, bears"
"Crazy, Stupid, Love.",7.268,8995,145079584,"friendship, soulmates, marriage crisis, midlife crisis, babysitter, womanizer, law school, los angeles, california, middle school, relationship, love affair, divorcee, teenage love, playful, hilarious"
The Help,8.204,8769,216600000,"based on novel or book, mississippi river, exploitation, racial segregation, racism, writer, maid, moral courage, ressentiment, southern belle, racial issues, 1960s, newspaper columnist, desperate, cautionary, authoritarian"
In Time,6.971,11878,173900000,"future, race against time, immortality, bank, dystopia, time, love, on the run, class differences, biting, cops and robbers , aggressive, rich vs poor, in time, antagonistic, defiant, urgent"
Colombiana,6.64,2758,71508440,"street gang, uncle, female assassin, witness to murder"
A Very Harold & Kumar Christmas,5.994,1011,36192775,"holiday, beer, christmas tree, road trip, cannabis, sequel, vulgarity, drugs, east asian lead, buddy, beer pong"
A Good Old Fashioned Orgy,5.8,339,0,"beach, orgy, swimming pool, summer, kissing, labor day, swimming, duringcreditsstinger"
Pirates of the Caribbean: Tales of the Code: Wedlocked,6.806,108,0,short film
The Twilight Saga: Breaking Dawn - Part 1,6.193,9098,712171856,"based on novel or book, vampire, hybrid, teen movie, werewolf, supernatural creature, dead, duringcreditsstinger, based on young adult novel, گرگ  و میش : سپیده  دم -  بخش  اول, سپیده دم, گرگ و میش 4"
