title,vote_average,vote_count,revenue,keywords
The Avengers,7.875,34438,1518815515,"new york city, superhero, shield, based on comic, alien invasion, superhero team, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)"
The Bourne Legacy,6.239,5941,276600000,"assassin, espionage, wolf, maryland, covert operation, rooftop, exploding house, laptop, tracking device, fake id, pharmaceutical lab, government conspiracy, manila philippines, hunted, false passport, alberta canada, dramatic, intense, admiring"
The Hobbit: An Unexpected Journey,7.364,19146,1021103568,"based on novel or book, elves, dwarf, magic, horseback riding, sword, burglar, legend, riddle, mountain, contract, travel, troll, creature, thunderstorm, fantasy world, wizard, epic battle, lost ring, journey, ring, tunnel, underground lake, buried treasure, invisibility, quest, live action and animation, high fantasy, sword and sorcery, trekking, goblins, good versus evil, fantasy creature, amused"
The Dark Knight Rises,7.789,23769,1081041287,"airplane, fight, burglar, hostage, secret identity, crime fighter, superhero, villainess, time bomb, based on comic, cover-up, vigilante, tragic hero, mobile, terrorism, destruction, fighting, criminal underworld, cat burglar, flood"
Madagascar 3: Europe's Most Wanted,6.62,6391,746921274,"friendship, circus, lion, zoo, hippopotamus, giraffe, penguin, cartoon, villain, zebra, slapstick comedy, madagascar, animals, lemur, talking animal, 3d animation"
Rise of the Guardians,7.37,6979,306941670,"new york city, friendship, amnesia, santa claus, cartoon, villain, easter bunny, boogeyman, jack frost, duringcreditsstinger, christmas"
The Sessions,6.879,585,9138338,"virgin, cat, narration, wheelchair, affectation, graduation, based on true story, sexual arousal, judaism, power outage, roman catholic church, sexual awakening, male virgin, sponge bath, catholic priest, jealous husband, iron lung, sex surrogate, polio, polio victim, sexual pleasure, handicap sex, angry, zealous, unassuming, anxious, understated, sentimental, whimsical, admiring, adoring, amused, straightforward, sympathetic, tragic, vibrant"
Django Unchained,8.185,27325,425368238,"rescue, friendship, bounty hunter, texas, slavery, plantation, revenge, racism, slave trade, black slave, 19th century, white supremacy, anxious, old west, mississippi"
The Amazing Spider-Man,6.723,18090,757930663,"experiment, loss of loved one, superhero, based on comic, vigilante, teenage girl, teenage boy, super power, spider bite, masked vigilante, reboot, genetic engineering, social outcast, death of husband, duringcreditsstinger, virus, teen superhero, teenage angst, vigilante justice, absurd, intense, romantic, excited"
The Lorax,6.518,3766,349305397,"aftermath, tree, villain, musical, family business , money, tragic villain, consumerism, air, based on children's book, animal killing, walled city, reforestation, tree cutting, mad family, clothes factory, meme, social, abused child, illumination, singing animals, fish trio, biggering, unless, admiring, amused, appreciative, awestruck"
The Twilight Saga: Breaking Dawn - Part 2,6.461,9208,829747654,"based on novel or book, vampire, villainess, affectation, romance, teen movie, werewolf, supernatural creature, super strength, imprinting, cross breed, bloodsucker, grudge, chief of police, wolf pack, misinformation, seeing the future, based on young adult novel, گرگ  و میش : سپیده دم -  بخش دوم, سپیده دم 2, گرگ و میش 5"
Men in Black 3,6.538,10718,654213485,"time travel, time machine, based on comic, alien, buddy cop, fictional government agency, seeing the future, changing history"
The Expendables 2,6.349,6985,314975955,"airplane, loss of loved one, mercenary, airplane crash, beard, airport lounge, asian woman"
The Perks of Being a Wallflower,7.803,10922,33384127,"school friend, depression, high school, friendship, based on novel or book, trauma, coming of age, freshman, school, teenage boy, high school student, first love, aunt nephew relationship, lgbt, mental health, lgbt teen, pittsburgh, pennsylvania, candid, thoughtful, 1990s, based on young adult novel, gay theme, boys' love (bl), teenager, reminiscent, admiring, amused"
Sexual Chronicles of a French Family,5.378,393,0,"virgin, husband wife relationship, sexual frustration, parent child relationship, grandparent grandchild relationship, sexuality, loss of virginity, family relationships, coming of age, crush, teenage boy, masturbation, peer pressure"
