title,vote_average,vote_count,revenue,keywords
Harry Potter and the Order of the Phoenix,7.674,20343,938212738,"witch, dying and death, court, magic, prophecy, loss of loved one, professor, supernatural, child hero, school of witchcraft, black magic, sorcery, occult, ghost, wizard, christmas, scholar, mystical land, ministry, based on young adult novel, teen fantasy"
Pirates of the Caribbean: At World's End,7.266,15072,961691209,"exotic island, strong woman, love of one's life, afterlife, traitor, singapore, shipwreck, sword fight, pirate, monkey, swashbuckler, flying dutchman, rum, sailing ship, aftercreditsstinger, british navy, mass hanging, playful, whimsical, celebratory, joyful"
Ratatouille,7.834,17972,623726000,"work, sibling relationship, paris, france, expensive restaurant, river, confidence, cooking, evacuation, mouse, leaving one's family, restaurant, villain, restaurant critic, spice, cookbook, food, chef, sewer, unlikely friendship, french restaurant, rat, french cuisine, fine dining, 3d animation"
Spider-Man 3,6.448,14813,894983373,"amnesia, dual identity, love of one's life, loss of loved one, forgiveness, hostility, superhero, sandstorm, spider, wretch, sand, narcissism, egomania, based on comic, sequel, revenge, symbiote, amused"
Wrong Turn 2: Dead End,6.137,1483,0,"competition, dynamite, forest, west virginia, sequel, woods, road accident, slasher, cannibal, incest, survival horror, ex soldier, voyeur, genetic mutation"
Shrek the Third,6.3,9507,813367380,"ship, island, ambush, kingdom, boarding school, liberation of prisoners, pregnancy, traitor, shipwreck, stage, sadness, transformation, assault, prince, villain, theater play, tricks, heir to the throne, conciliation, sequel, teacher, best friend, dragon, cowardliness, capture, wizard, duringcreditsstinger, ogre, cartoon donkey, villains"
No Country for Old Men,7.947,12839,171627166,"vietnam veteran, sheriff, trailer park, based on novel or book, hitman, psychopath, drug trafficking, texas, motel, usa–mexico border, drug cartel, fate, desert, modern-day western, neo-western, tracking device, cold blooded killer, motel room, cartel, neo-noir, frantic, 1980s, mexican cartel, drug deal, coin toss, human nature, captive bolt gun, western noir, horror western, inspirational, faithful adaptation, doubtful, tragic"
"Lust, Caution",7.2,759,67100000,"secret love, china, sexual obsession, shanghai, china, cheating, espionage, resistance, in love with enemy, traitor, lover, insurgence, war on freedom, occupying power, insurrection, love, hong kong, older man younger woman relationship, extramarital affair, mahjong, resistance fighter, erotic thriller, 1940s"
Sweeney Todd: The Demon Barber of Fleet Street,7.177,6168,152000000,"widow, asylum, confession, razor, villain, musical, beggar, based on play or musical, child in peril, cane, lust, cannibal, person on fire, incest, infatuation, shaving, social injustice, barbershop, oven, macabre, beadle, uxoricide, seaman, mother figure, folktale, corrupt judge, intense, horror musical, tragic"
300,7.191,14345,456082343,"army, narration, grave, gore, based on true story, based on comic, sword fight, massacre, ancient world, based on graphic novel, ancient greece, warrior, somber, ancient warfare, sparta greece, 5th century bc, war, serious, bloody death, stern, sparta, dramatic, spartans, battle of thermopylae, god king, battle axe, amused, audacious, dignified, earnest"
3:10 to Yuma,7.224,3863,70000000,"dying and death, race against time, hero, saloon, parent child relationship, liberation of prisoners, arizona, transport of prisoners, wilderness, stetson, railway car, rivalry, remake, gang, gunfight, family, dishonesty, heroic mission, righting the wronged, grand, factual"
Bridge to Terabithia,7.3,5067,137587063,"friendship, sibling relationship, bullying, neighbor, school, drawing, based on children's book, nostalgic, school bus, creek, clubhouse, reality vs fantasy, outsider, fantasy world, overflowing with imagination, tragic"
