title,vote_average,vote_count,revenue,keywords
The Wolf of Wall Street,8.026,25248,407038432,"corruption, based on novel or book, drug addiction, anti hero, con man, fraud, wall street, based on true story, rise and fall, con artist, money, stockbroker, wealthy, drugs, cynical, stripping, hedonism, decadence, corrupt, 1980s, sharemarket fraud, desire for fame, financial market, fame-seeking, black monday, hilarious, intense, based on real person"
Frozen,7.2,17199,1274219009,"princess, magic, mistake in person, queen, cartoon, villain, melancholy, musical, betrayal, snowman, reindeer, curse, snow, troll, based on children's book, mountain climbing, evil prince, based on fairy tale, aftercreditsstinger, frozen, woman director, sister sister relationship, magic land, whimsical, hopeful"
Iron Man 3,6.93,22974,1215577205,"california, war on terror, superhero, malibu, based on comic, tennessee, billionaire, aftercreditsstinger, marvel cinematic universe (mcu), christmas, america"
The Hobbit: The Desolation of Smaug,7.573,13786,958400000,"gold, lake, based on novel or book, elves, dwarf, shapeshifting, mountain, giant spider, melancholy, sequel, bear, troll, dragon, turns into animal, barrel, fantasy world, wizard, journey, ring, invisibility, captured, live action and animation, high fantasy, sword and sorcery, trekking, good versus evil, earnest, sincere"
Now You See Me,7.333,16277,351723989,"new york city, paris, france, escape, magic, bank, fbi, vault, new orleans, louisiana, investigation, heist, money, conspiracy, las vegas, shocking, magician, mischievous, suspenseful, incredulous, awestruck, excited, elaborate deception"
Man of Steel,6.64,15809,668045518,"saving the world, flying, hope, superhero, based on comic, alien planet, superhuman, alien invasion, super power, mysterious force, reboot, save the day, dc extended universe (dceu), save the planet, origin story, alien spaceship, bold, defiant, vibrant"
Grown Ups 2,6.145,4538,247022278,"friendship, journey in the past, cliff, past, sequel, friends, joyful, ridiculous, burpsnart"
Despicable Me 2,6.937,11732,970766005,"parent child relationship, villain, adoptive father, secret agent, bakery, sequel, falling in love, family, single father, audition, female agent, duringcreditsstinger, first date, supervillain, masked supervillain, illumination, absurd, hilarious, amused, brisk"
The Conjuring,7.5,12371,321293998,"sibling relationship, 1970s, cellar, exorcism, haunted house, possession, rhode island, based on true story, paranormal investigation, crucifix, ghost, disturbed, demonic, demonic spirit, demonology, psychic vision, malevolent spirit, the conjuring universe, amused"
Star Trek Into Darkness,7.321,9414,467381584,"spacecraft, friendship, sequel, alien, futuristic, space, mysterious force, space opera, terrorist bombing, new beginning"
12 Years a Slave,7.934,11712,187000000,"slavery, plantation, based on memoir or autobiography, violin player, physical abuse, black slave, usa history, slave owner, 19th century, sold into slavery, abolitionist, landowner, abuse of power, african american history"
Her,7.8,14896,47351251,"future, artificial intelligence (a.i.), computer, satire, love, loneliness, transhumanism, los angeles, california, heartbreak, semi autobiographical, speculative, singularity, near future, serene, intimate, provocative, dramatic, comforting, melodramatic, operating system"
The Mortal Instruments: City of Bones,6.436,4568,95396573,"based on novel or book, angel, vampire, werewolf, warlock, downworlder, shadowhunter, demon hunter, based on young adult novel, ابزار های مرگبار : شهر استخوان‌ ها"
Nymphomaniac: Vol. II,6.7,3054,4934725,"bondage, whip, sexuality, masochism, sex therapy, chapter, sadomasochism, sequel, sexual violence, love, nymphomaniac, tragedy, loneliness, masturbation, therapy, softcore, bdsm, addict, sexual pleasure, sexually aggressive woman, pleasure, virginity, abortion, sex, cruel"
"Before, during and after the Pinchcliffe Grand Prix",0.0,0,0,puppet
World War Z,6.825,16098,531865000,"philadelphia, pennsylvania, new jersey, based on novel or book, dystopia, jerusalem, end of the world, apocalypse, zombie, biting, epidemic, nuclear weapons, multiple perspectives, zombie apocalypse, virus, aggressive, anxious, frightened, hopeful"
Thor: The Dark World,6.51,17961,644783140,"superhero, based on comic, hostile takeover, norse mythology, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), mythological place"
Pacific Rim,6.916,13017,411000000,"monster, dystopia, giant monster, pacific, alaska, giant robot, apocalypse, hong kong, robot, alien invasion, kaiju, duringcreditsstinger, monster movie"
The Hunger Games: Catching Fire,7.429,18045,865011746,"rebellion, based on novel or book, propaganda, dystopia, uprising, sequel, president, survival, murder, conspiracy, female protagonist, tournament, game, survival competition, based on young adult novel, cheerful"
Snowpiercer,6.909,10108,86758912,"new year's eve, rebellion, cold, parent child relationship, winter, brothel, child labour, pregnancy, dystopia, allegory, post-apocalyptic future, bridge, train hijacking, rifle, based on comic, dam, train, based on graphic novel, guilt, revolt, duplicity, tunnel, social class, cold weather, population control, perpetual winter, city ruin, 2030s, dramatic, suspenseful, appreciative"
Prisoners,8.1,12609,122126687,"pennsylvania, usa, kidnapping, hostage, detective, maze, symbolism, investigation, georgia, beating, god, revenge, vigilante, rural area, crime scene, brutality, candlelight vigil, mysterious, animal cruelty, neo-noir, sex offender, child abduction, suspense mystery"
The Book Thief,7.494,4444,76586316,"based on novel or book, nazi, world war ii, children in wartime, based on young adult novel"
The Ultimate Life,7.0,86,0,"hope, inspiration, inspiring"
Commitment,7.252,131,0,"high school, assassin, secret mission, spy, secret agent, bullying, murder, motorcycle, government assassin, inter-korean relations"
Adventures of Christopher Bosh in the Multiverse,5.8,4,0,"short film, experimental"
About Time,7.9,8976,87100449,"london, england, soulmates, parent child relationship, time travel, family secrets, cornwall, england, family, second chance, thoughtful, time-manipulation, reflective, playful, introspective, intimate, sentimental, whimsical, adoring, appreciative, celebratory, comforting, compassionate, exuberant, hopeful, viajes en el tiempo, viaje en el tiempo"
I Spit on Your Grave 2,6.275,1375,678604,"rape, exploitation, sequel, revenge, model, american express, rape and revenge"
How I Live Now,6.634,913,0,"countryside, based on novel or book, post-apocalyptic future, survival, terrorism, based on young adult novel"
The World's End,6.8,5698,46100000,"addiction, alcoholism, end of the world, apocalypse, homage, pub, hilarious, pub crawl"
Clara and the Secret of the Bears,5.5,12,0,"magic, switzerland, bear, swiss alps, children"
G.I. Joe: Retaliation,5.651,5654,371900000,"rescue, assassin, technology, missile, warhead, president, conspiracy, explosion, battle, surveillance, cobra"
After the Dark,6.042,712,1770376,"experiment, philosophy, bunker, indonesia, teacher, survival, apocalypse, high school student, trolley problem"
The Dance of Reality,7.141,199,558636,"surrealism, biography, art house"
Monsters University,7.044,11052,743559465,"friendship, monster, door, training camp, dormitory, feud, bully, prequel, best friend, university, game, fraternity, aftercreditsstinger, college student, personification"
Water and Fire,7.9,177,0,"orient, love, meurtre"
The Hangover Part III,6.209,9001,362000072,las vegas
The Smurfs 2,5.8,2320,347434178,"magic, based on comic, aftercreditsstinger, duringcreditsstinger, live action and animation"
The Truth About Emanuel,5.96,286,4404,woman director
The Croods,6.928,7356,587204668,"daughter, parent child relationship, stone age, father, prehistory, ancient world, family, cavemen, aftercreditsstinger, duringcreditsstinger, pets"
All Hallows' Eve,5.6,626,0,"halloween, gore, babysitter, slasher, torture, cynical, killer clown, videotape, evil alien, aggressive, horror anthology, short film, horrified"
Out of the Furnace,6.572,2060,15400000,"prison, drug dealer, sibling relationship, post-traumatic stress disorder (ptsd), bare knuckle boxing, brother, psychopath, iraq war veteran, drug use, revenge, car accident, justice, family, steel mill, rust belt, neo-noir, manslaughter, social decay, violence"
Steins;Gate: The Movie - Load Region of Déjà Vu,7.583,378,4843719,"time travel, mad scientist, romance, anime"
